GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AE2CE001,AE2CE002,AE2CE003,AE2CE004,AE2CE005,AE2CE006,AE2CE007,AE2CE008,AE2CE009,AE2CE010,NAME_M,AE2CM001,AE2CM002,AE2CM003,AE2CM004,AE2CM005,AE2CM006,AE2CM007,AE2CM008,AE2CM009,AE2CM010
"G0900150","2016","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,"05000US09015","Windham County, Connecticut",116192,103169,3606,555,1806,0,2263,4793,614,4179,"Windham County, Connecticut",0,1816,1551,618,342,200,1204,1128,544,1231
"G1000010","2016","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",174827,115964,43984,961,3125,9,2543,8241,530,7711,"Kent County, Delaware",0,1739,1876,256,1228,20,1544,2416,457,2391
"G1000030","2016","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",556987,361605,138491,1877,29993,981,10592,13448,907,12541,"New Castle County, Delaware",0,3892,3505,872,839,864,3549,2639,651,2486
"G1000050","2016","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",220251,181522,27436,1217,2528,1063,2460,4025,678,3347,"Sussex County, Delaware",0,2118,1033,441,533,1513,1514,1251,507,1110
"G1100010","2016","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",681170,277268,320554,2004,26436,41,37132,17735,2127,15608,"District of Columbia, District of Columbia",0,3530,2554,567,1256,68,4302,2345,919,2127
"G1200010","2016","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",263496,182119,52833,1166,16798,524,2594,7462,1142,6320,"Alachua County, Florida",0,1703,1949,370,633,501,1201,2052,593,1931
"G1200050","2016","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",183974,151108,20489,317,5077,34,1066,5883,317,5566,"Bay County, Florida",0,1084,1156,314,609,65,828,1417,294,1358
"G1200090","2016","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",579130,478586,57238,1254,14164,170,10763,16955,1275,15680,"Brevard County, Florida",0,3797,2989,893,972,165,3583,2971,684,2942
"G1200110","2016","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",1909632,1163610,545324,5993,69401,1726,63148,60430,11417,49013,"Broward County, Florida",0,9700,6861,2348,2857,782,8901,6325,3238,6025
"G1200150","2016","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",178465,160324,11548,124,1660,514,1328,2967,459,2508,"Charlotte County, Florida",0,1079,1275,204,782,780,678,1327,489,1097
"G1200170","2016","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",143621,133360,5412,261,2496,0,1051,1041,213,828,"Citrus County, Florida",0,1114,641,360,211,221,1090,606,418,467
"G1200190","2016","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",208311,166888,21159,51,5746,397,4650,9420,400,9020,"Clay County, Florida",0,2908,3614,79,1308,458,2358,2673,459,2503
"G1200210","2016","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",365136,321423,26142,987,4794,0,7911,3879,964,2915,"Collier County, Florida",0,3624,688,595,671,221,3601,1381,598,1248
"G1200230","2016","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",69299,52890,13565,101,539,64,1315,825,0,825,"Columbia County, Florida",0,785,860,126,517,93,876,623,221,623
"G1200310","2016","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",926255,560080,271278,2013,39936,453,16293,36202,2866,33336,"Duval County, Florida",0,4079,4138,884,2542,374,3863,5339,981,5302
"G1200330","2016","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,"05000US12033","Escambia County, Florida",315187,216766,70316,1608,9687,96,3712,13002,752,12250,"Escambia County, Florida",0,1540,2313,754,1155,149,1461,2720,460,2714
"G1200350","2016","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,"05000US12035","Flagler County, Florida",108310,90171,11765,0,2830,0,2203,1341,185,1156,"Flagler County, Florida",0,1293,1030,221,261,221,1274,997,231,940
"G1200530","2016","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,"05000US12053","Hernando County, Florida",182835,162269,9823,210,2262,0,2822,5449,665,4784,"Hernando County, Florida",0,2084,1722,341,674,221,1637,1715,562,1475
"G1200550","2016","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,"05000US12055","Highlands County, Florida",100917,78733,10396,74,1361,0,8941,1412,0,1412,"Highlands County, Florida",0,2596,1080,129,417,221,2646,932,221,932
"G1200570","2016","FL",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,"05000US12057","Hillsborough County, Florida",1376238,971753,228361,4763,54822,1279,68366,46894,5705,41189,"Hillsborough County, Florida",0,9236,5828,1600,2237,268,8630,6159,1719,6084
"G1200610","2016","FL",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,"05000US12061","Indian River County, Florida",151563,129043,11560,459,1978,0,3617,4906,0,4906,"Indian River County, Florida",0,3395,2324,522,596,221,3275,2604,221,2604
"G1200690","2016","FL",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,"05000US12069","Lake County, Florida",335396,283513,35729,1217,6718,27,1418,6774,480,6294,"Lake County, Florida",0,1902,1990,788,1137,52,854,1780,501,1617
"G1200710","2016","FL",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,,"05000US12071","Lee County, Florida",722336,615028,60475,1457,11131,129,20665,13451,2934,10517,"Lee County, Florida",0,5571,2202,705,1020,210,5515,2962,1229,2561
"G1200730","2016","FL",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,,"05000US12073","Leon County, Florida",287822,177676,88212,521,10203,256,2971,7983,365,7618,"Leon County, Florida",0,1244,2392,413,677,416,1114,2497,244,2524
"G1200810","2016","FL",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,,"05000US12081","Manatee County, Florida",375888,320089,33480,1015,7143,206,7070,6885,1959,4926,"Manatee County, Florida",0,3004,1304,447,696,219,2782,2047,1186,1596
"G1200830","2016","FL",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,,"05000US12083","Marion County, Florida",349020,286955,44143,194,4308,122,1951,11347,2437,8910,"Marion County, Florida",0,2818,2686,150,1219,218,1003,2681,1804,2154
"G1200850","2016","FL",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,,"05000US12085","Martin County, Florida",158701,139122,9164,965,1252,179,5813,2206,343,1863,"Martin County, Florida",0,2441,1315,554,787,300,2145,1091,414,940
"G1200860","2016","FL",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,,"05000US12086","Miami-Dade County, Florida",2712945,2019915,476506,4683,43745,1265,124482,42349,13703,28646,"Miami-Dade County, Florida",0,12858,6925,1830,1559,959,12759,5382,3201,4668
"G1200870","2016","FL",,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,,"05000US12087","Monroe County, Florida",79077,70409,6581,117,1156,0,518,296,23,273,"Monroe County, Florida",0,1017,901,147,139,221,474,229,39,230
"G1200890","2016","FL",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,,"05000US12089","Nassau County, Florida",,,,,,,,,,,"Nassau County, Florida",,,,,,,,,,
"G1200910","2016","FL",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,,"05000US12091","Okaloosa County, Florida",201170,155446,20398,590,5770,327,8785,9854,245,9609,"Okaloosa County, Florida",0,1507,1321,406,942,368,2075,1683,233,1665
"G1200950","2016","FL",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,,"05000US12095","Orange County, Florida",1314367,851713,276302,1697,70844,50,67741,46020,13450,32570,"Orange County, Florida",0,11633,8711,911,2690,80,9642,6761,3686,5599
"G1200970","2016","FL",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,,"05000US12097","Osceola County, Florida",336015,248442,40387,739,9588,142,23289,13428,4240,9188,"Osceola County, Florida",0,8362,5419,554,398,233,6602,4677,3043,3281
"G1200990","2016","FL",,,"Florida","12","Palm Beach County","099",,,,,,,,,,,,,,,,,,"05000US12099","Palm Beach County, Florida",1443810,1079513,266755,1811,38391,536,26821,29983,5262,24721,"Palm Beach County, Florida",0,5517,4481,834,1645,322,4774,4973,1893,4824
"G1201010","2016","FL",,,"Florida","12","Pasco County","101",,,,,,,,,,,,,,,,,,"05000US12101","Pasco County, Florida",512368,452055,28037,1337,12829,190,6111,11809,1657,10152,"Pasco County, Florida",0,2575,2031,734,947,145,1840,2013,792,1752
"G1201030","2016","FL",,,"Florida","12","Pinellas County","103",,,,,,,,,,,,,,,,,,"05000US12103","Pinellas County, Florida",960730,784811,97341,3117,33027,820,15140,26474,2765,23709,"Pinellas County, Florida",0,4261,3354,635,1508,226,3811,4452,1261,4256
"G1201050","2016","FL",,,"Florida","12","Polk County","105",,,,,,,,,,,,,,,,,,"05000US12105","Polk County, Florida",666149,525140,100793,1818,12565,306,9710,15817,2906,12911,"Polk County, Florida",0,3410,2724,743,1059,353,2052,3231,1220,3000
"G1201070","2016","FL",,,"Florida","12","Putnam County","107",,,,,,,,,,,,,,,,,,"05000US12107","Putnam County, Florida",,,,,,,,,,,"Putnam County, Florida",,,,,,,,,,
"G1201090","2016","FL",,,"Florida","12","St. Johns County","109",,,,,,,,,,,,,,,,,,"05000US12109","St. Johns County, Florida",235087,208208,12331,854,6363,695,1850,4786,594,4192,"St. Johns County, Florida",0,1540,1226,988,925,917,1251,1613,544,1487
"G1201110","2016","FL",,,"Florida","12","St. Lucie County","111",,,,,,,,,,,,,,,,,,"05000US12111","St. Lucie County, Florida",306507,227646,59949,1345,6005,0,5409,6153,1479,4674,"St. Lucie County, Florida",0,3323,2357,1078,565,221,2844,2541,1460,1972
"G1201130","2016","FL",,,"Florida","12","Santa Rosa County","113",,,,,,,,,,,,,,,,,,"05000US12113","Santa Rosa County, Florida",170497,146607,10669,1460,3459,506,772,7024,68,6956,"Santa Rosa County, Florida",0,1628,1260,676,990,439,519,2156,136,2155
"G1201150","2016","FL",,,"Florida","12","Sarasota County","115",,,,,,,,,,,,,,,,,,"05000US12115","Sarasota County, Florida",412569,375600,17710,1005,6544,22,4215,7473,509,6964,"Sarasota County, Florida",0,2830,1713,697,630,44,2525,1857,435,1835
"G1201170","2016","FL",,,"Florida","12","Seminole County","117",,,,,,,,,,,,,,,,,,"05000US12117","Seminole County, Florida",455479,354325,51494,449,19098,343,13835,15935,2083,13852,"Seminole County, Florida",0,4150,3423,463,1482,209,3336,3445,1266,3209
"G1201190","2016","FL",,,"Florida","12","Sumter County","119",,,,,,,,,,,,,,,,,,"05000US12119","Sumter County, Florida",123996,110567,8261,26,558,238,1268,3078,632,2446,"Sumter County, Florida",0,857,1168,58,486,391,764,1341,535,1108
"G1201270","2016","FL",,,"Florida","12","Volusia County","127",,,,,,,,,,,,,,,,,,"05000US12127","Volusia County, Florida",529364,441448,55747,2528,9730,64,7275,12572,1129,11443,"Volusia County, Florida",0,3204,3582,858,961,77,2211,3052,510,2948
"G1201310","2016","FL",,,"Florida","12","Walton County","131",,,,,,,,,,,,,,,,,,"05000US12131","Walton County, Florida",65889,57530,3771,216,631,0,1955,1786,120,1666,"Walton County, Florida",0,1670,395,259,490,221,1706,672,189,643
"G1300130","2016","GA",,,"Georgia","13","Barrow County","013",,,,,,,,,,,,,,,,,,"05000US13013","Barrow County, Georgia",77126,60355,8123,337,2902,0,3247,2162,595,1567,"Barrow County, Georgia",0,1376,864,475,193,218,1388,848,508,676
"G1300150","2016","GA",,,"Georgia","13","Bartow County","015",,,,,,,,,,,,,,,,,,"05000US13015","Bartow County, Georgia",103807,87069,10634,438,890,0,2691,2085,1038,1047,"Bartow County, Georgia",0,2648,1059,278,468,218,2630,1236,1174,645
"G1300210","2016","GA",,,"Georgia","13","Bibb County","021",,,,,,,,,,,,,,,,,,"05000US13021","Bibb County, Georgia",152760,61273,82574,98,3089,0,1592,4134,247,3887,"Bibb County, Georgia",0,1188,1787,112,242,218,1263,2053,346,1997
"G1300310","2016","GA",,,"Georgia","13","Bulloch County","031",,,,,,,,,,,,,,,,,,"05000US13031","Bulloch County, Georgia",74722,48483,21840,0,852,0,1553,1994,226,1768,"Bulloch County, Georgia",0,685,1135,218,627,218,855,875,296,861
"G1300450","2016","GA",,,"Georgia","13","Carroll County","045",,,,,,,,,,,,,,,,,,"05000US13045","Carroll County, Georgia",116261,87176,21088,121,1122,384,3996,2374,222,2152,"Carroll County, Georgia",0,1873,1321,250,374,388,1878,1428,261,1381
"G1300470","2016","GA",,,"Georgia","13","Catoosa County","047",,,,,,,,,,,,,,,,,,"05000US13047","Catoosa County, Georgia",,,,,,,,,,,"Catoosa County, Georgia",,,,,,,,,,
"G1300510","2016","GA",,,"Georgia","13","Chatham County","051",,,,,,,,,,,,,,,,,,"05000US13051","Chatham County, Georgia",289082,151815,114139,650,6369,558,4208,11343,1183,10160,"Chatham County, Georgia",0,1964,2297,346,1412,606,1702,2807,569,2767
"G1300570","2016","GA",,,"Georgia","13","Cherokee County","057",,,,,,,,,,,,,,,,,,"05000US13057","Cherokee County, Georgia",241689,207452,16701,1120,5002,0,6793,4621,390,4231,"Cherokee County, Georgia",0,3406,1833,1300,564,218,3209,1542,528,1467
"G1300590","2016","GA",,,"Georgia","13","Clarke County","059",,,,,,,,,,,,,,,,,,"05000US13059","Clarke County, Georgia",124707,78919,34893,181,5209,33,3137,2335,168,2167,"Clarke County, Georgia",0,1907,601,284,558,60,1903,879,248,810
"G1300630","2016","GA",,,"Georgia","13","Clayton County","063",,,,,,,,,,,,,,,,,,"05000US13063","Clayton County, Georgia",279462,43114,190956,926,14614,0,21285,8567,910,7657,"Clayton County, Georgia",0,3578,5061,1161,350,218,4748,3675,686,3495
"G1300670","2016","GA",,,"Georgia","13","Cobb County","067",,,,,,,,,,,,,,,,,,"05000US13067","Cobb County, Georgia",748150,439448,202244,3133,39953,676,36792,25904,4019,21885,"Cobb County, Georgia",0,6286,5220,1619,1706,969,6523,4974,1950,4224
"G1300730","2016","GA",,,"Georgia","13","Columbia County","073",,,,,,,,,,,,,,,,,,"05000US13073","Columbia County, Georgia",147450,108438,24938,932,6402,0,1413,5327,152,5175,"Columbia County, Georgia",0,1975,1540,975,665,218,1034,2019,253,2021
"G1300770","2016","GA",,,"Georgia","13","Coweta County","077",,,,,,,,,,,,,,,,,,"05000US13077","Coweta County, Georgia",140526,106080,25153,88,1696,97,3424,3988,93,3895,"Coweta County, Georgia",0,2061,1121,118,489,167,2114,1353,160,1381
"G1300890","2016","GA",,,"Georgia","13","DeKalb County","089",,,,,,,,,,,,,,,,,,"05000US13089","DeKalb County, Georgia",740321,259015,403352,5253,45634,101,9586,17380,4487,12893,"DeKalb County, Georgia",0,3606,2769,2103,1129,135,3005,2592,1505,2352
"G1300950","2016","GA",,,"Georgia","13","Dougherty County","095",,,,,,,,,,,,,,,,,,"05000US13095","Dougherty County, Georgia",90017,24254,62375,258,799,50,666,1615,26,1589,"Dougherty County, Georgia",0,497,1092,344,100,104,544,1081,44,1082
"G1300970","2016","GA",,,"Georgia","13","Douglas County","097",,,,,,,,,,,,,,,,,,"05000US13097","Douglas County, Georgia",142224,67268,67469,73,2242,0,2812,2360,445,1915,"Douglas County, Georgia",0,2496,1739,106,461,218,1678,1129,480,957
"G1301130","2016","GA",,,"Georgia","13","Fayette County","113",,,,,,,,,,,,,,,,,,"05000US13113","Fayette County, Georgia",111627,76827,23905,217,4945,0,2120,3613,697,2916,"Fayette County, Georgia",0,1148,1948,245,612,218,1770,1753,777,1516
"G1301150","2016","GA",,,"Georgia","13","Floyd County","115",,,,,,,,,,,,,,,,,,"05000US13115","Floyd County, Georgia",96560,74482,13603,14,1623,0,4690,2148,146,2002,"Floyd County, Georgia",0,2530,859,26,218,218,2519,878,184,868
"G1301170","2016","GA",,,"Georgia","13","Forsyth County","117",,,,,,,,,,,,,,,,,,"05000US13117","Forsyth County, Georgia",221009,179397,7490,387,25847,0,3346,4542,533,4009,"Forsyth County, Georgia",0,1801,1098,351,983,218,1659,1531,612,1416
"G1301210","2016","GA",,,"Georgia","13","Fulton County","121",,,,,,,,,,,,,,,,,,"05000US13121","Fulton County, Georgia",1023336,455532,447187,9001,68259,879,11948,30530,3670,26860,"Fulton County, Georgia",0,5631,4077,3323,2025,709,4408,5181,1714,4868
"G1301270","2016","GA",,,"Georgia","13","Glynn County","127",,,,,,,,,,,,,,,,,,"05000US13127","Glynn County, Georgia",84502,58096,21354,317,1114,211,1095,2315,316,1999,"Glynn County, Georgia",0,948,1476,288,513,241,884,1310,353,1275
"G1301350","2016","GA",,,"Georgia","13","Gwinnett County","135",,,,,,,,,,,,,,,,,,"05000US13135","Gwinnett County, Georgia",907135,438099,248723,1346,103900,82,88207,26778,6261,20517,"Gwinnett County, Georgia",0,9931,4189,977,3152,139,9965,4862,3200,4120
"G1301390","2016","GA",,,"Georgia","13","Hall County","139",,,,,,,,,,,,,,,,,,"05000US13139","Hall County, Georgia",196637,168678,14687,412,3451,99,4766,4544,877,3667,"Hall County, Georgia",0,2292,1104,310,600,174,1780,1984,674,1830
"G1301510","2016","GA",,,"Georgia","13","Henry County","151",,,,,,,,,,,,,,,,,,"05000US13151","Henry County, Georgia",221768,110602,94657,0,7935,0,2709,5865,960,4905,"Henry County, Georgia",0,2833,2274,218,326,218,1801,2543,1320,2176
"G1301530","2016","GA",,,"Georgia","13","Houston County","153",,,,,,,,,,,,,,,,,,"05000US13153","Houston County, Georgia",152122,93711,45011,622,4623,0,1763,6392,1502,4890,"Houston County, Georgia",0,1507,1665,568,970,218,1080,2233,1213,1869
"G1301790","2016","GA",,,"Georgia","13","Liberty County","179",,,,,,,,,,,,,,,,,,"05000US13179","Liberty County, Georgia",62570,29415,25722,295,940,12,1916,4270,912,3358,"Liberty County, Georgia",0,1082,1111,133,615,24,1044,1404,751,1297
"G1301850","2016","GA",,,"Georgia","13","Lowndes County","185",,,,,,,,,,,,,,,,,,"05000US13185","Lowndes County, Georgia",114628,67078,44310,256,418,113,878,1575,298,1277,"Lowndes County, Georgia",0,932,1205,181,415,143,789,980,265,912
"G1302150","2016","GA",,,"Georgia","13","Muscogee County","215",,,,,,,,,,,,,,,,,,"05000US13215","Muscogee County, Georgia",197485,86603,90127,1159,4160,0,4517,10919,3340,7579,"Muscogee County, Georgia",0,1706,2391,290,848,218,1397,2533,1846,2795
"G1302170","2016","GA",,,"Georgia","13","Newton County","217",,,,,,,,,,,,,,,,,,"05000US13217","Newton County, Georgia",,,,,,,,,,,"Newton County, Georgia",,,,,,,,,,
"G1302230","2016","GA",,,"Georgia","13","Paulding County","223",,,,,,,,,,,,,,,,,,"05000US13223","Paulding County, Georgia",155825,115718,34362,301,533,401,1798,2712,339,2373,"Paulding County, Georgia",0,1640,2600,304,446,550,1550,1113,457,1065
"G1302450","2016","GA",,,"Georgia","13","Richmond County","245",,,,,,,,,,,,,,,,,,"05000US13245","Richmond County, Georgia",201647,76547,114495,584,4084,848,2376,2713,195,2518,"Richmond County, Georgia",0,1382,1903,286,298,932,1453,1248,174,1232
"G1302470","2016","GA",,,"Georgia","13","Rockdale County","247",,,,,,,,,,,,,,,,,,"05000US13247","Rockdale County, Georgia",89355,36218,48429,0,1798,0,1944,966,115,851,"Rockdale County, Georgia",0,1974,1162,218,88,218,2097,687,198,660
"G1302850","2016","GA",,,"Georgia","13","Troup County","285",,,,,,,,,,,,,,,,,,"05000US13285","Troup County, Georgia",70005,41740,25277,45,1423,0,156,1364,502,862,"Troup County, Georgia",0,586,601,81,144,218,175,771,497,550
