GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AAA6E001,AAA6E002,AAA6E003,AAA6E004,AAA6E005,AAA6E006,AAA6E007,AAA6E008,AAA6E009,AAA6E010,NAME_M,AAA6M001,AAA6M002,AAA6M003,AAA6M004,AAA6M005,AAA6M006,AAA6M007,AAA6M008,AAA6M009,AAA6M010
"G1000010","2014","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",171987,116236,40749,925,4298,0,1871,7908,297,7611,"Kent County, Delaware",0,1405,2015,453,413,185,810,1999,271,1972
"G1000030","2014","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",552778,356714,135575,1188,29442,216,16945,12698,1432,11266,"New Castle County, Delaware",0,3174,2480,482,623,252,2945,2270,641,2189
"G1000050","2014","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",210849,174583,27002,1171,2432,0,2150,3511,152,3359,"Sussex County, Delaware",0,1311,876,599,452,185,1225,1076,144,1043
"G1100010","2014","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",658893,265077,321346,1859,24910,172,28798,16731,1379,15352,"District of Columbia, District of Columbia",0,3969,2832,722,1142,198,4648,2508,487,2430
"G1200010","2014","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",256380,178844,49792,733,14476,404,2385,9746,1103,8643,"Alachua County, Florida",0,1445,1939,235,873,310,783,2220,552,2072
"G1200050","2014","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",178985,146131,18518,1860,3792,359,1665,6660,564,6096,"Bay County, Florida",0,1273,1355,420,1010,503,992,1489,514,1391
"G1200090","2014","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",556885,461038,59579,1622,13843,526,5810,14467,1878,12589,"Brevard County, Florida",0,3467,2885,893,1156,685,1917,2386,1226,1886
"G1200110","2014","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",1869235,1177153,518878,5733,68879,1089,41367,56136,11845,44291,"Broward County, Florida",0,8408,5553,1908,1860,436,5645,6396,2688,5451
"G1200150","2014","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",168474,152008,8834,250,2526,0,1380,3476,715,2761,"Charlotte County, Florida",0,950,1140,242,507,214,856,1207,609,1113
"G1200170","2014","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",139377,128966,4550,469,1828,0,1230,2334,72,2262,"Citrus County, Florida",0,997,916,286,580,214,886,902,121,878
"G1200190","2014","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",199798,164031,18083,213,6399,160,1565,9347,1547,7800,"Clay County, Florida",0,1623,1743,195,1143,247,933,2421,1488,2013
"G1200210","2014","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",348777,297427,24870,2095,4363,0,15489,4533,610,3923,"Collier County, Florida",0,5060,651,1695,861,214,4480,1703,461,1579
"G1200230","2014","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",67857,52357,12226,141,371,69,816,1877,84,1793,"Columbia County, Florida",0,539,741,180,319,115,542,832,156,825
"G1200310","2014","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",897698,548264,269851,2068,40428,288,11482,25317,2598,22719,"Duval County, Florida",0,4238,3156,882,2103,204,3402,5190,1765,4686
"G1200330","2014","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,"05000US12033","Escambia County, Florida",310659,213135,68490,1262,10328,156,3521,13767,981,12786,"Escambia County, Florida",0,1633,2594,784,1194,191,1359,2951,538,2871
"G1200350","2014","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,"05000US12035","Flagler County, Florida",102408,85639,11376,77,2595,65,789,1867,325,1542,"Flagler County, Florida",0,841,840,129,209,107,536,929,491,777
"G1200530","2014","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,"05000US12053","Hernando County, Florida",175855,159153,9370,143,2150,0,2342,2697,430,2267,"Hernando County, Florida",0,1213,1121,161,418,214,1155,1007,439,892
"G1200550","2014","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,"05000US12055","Highlands County, Florida",98236,77882,8907,383,1600,56,7408,2000,143,1857,"Highlands County, Florida",0,2376,1626,353,214,106,2331,1566,177,1546
"G1200570","2014","FL",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,"05000US12057","Hillsborough County, Florida",1316298,920956,217184,3412,49501,1085,81555,42605,7790,34815,"Hillsborough County, Florida",0,8912,4399,1178,2296,775,8047,5820,2782,5253
"G1200610","2014","FL",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,"05000US12061","Indian River County, Florida",144755,124583,13330,466,1723,0,2288,2365,199,2166,"Indian River County, Florida",0,2335,881,277,579,214,2234,938,237,921
"G1200690","2014","FL",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,"05000US12069","Lake County, Florida",315690,262792,31348,1612,6447,128,4849,8514,763,7751,"Lake County, Florida",0,2825,1869,1084,830,170,2225,2540,713,2402
"G1200710","2014","FL",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,,"05000US12071","Lee County, Florida",679513,577950,60547,1414,10591,732,16805,11474,1935,9539,"Lee County, Florida",0,5924,2233,832,995,1101,4771,3799,1550,3401
"G1200730","2014","FL",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,,"05000US12073","Leon County, Florida",283988,177432,90766,467,9784,211,1077,4251,419,3832,"Leon County, Florida",0,877,1217,315,373,336,471,1018,308,953
"G1200810","2014","FL",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,,"05000US12081","Manatee County, Florida",351746,300734,31478,466,6930,1049,4776,6313,1141,5172,"Manatee County, Florida",0,2078,1842,592,626,1085,1788,1774,873,1527
"G1200830","2014","FL",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,,"05000US12083","Marion County, Florida",339167,276045,41330,989,4450,183,5606,10564,1624,8940,"Marion County, Florida",0,4597,2350,651,1578,305,4213,3073,992,2783
"G1200850","2014","FL",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,,"05000US12085","Martin County, Florida",153392,135109,9103,336,1503,0,4525,2816,1319,1497,"Martin County, Florida",0,2864,557,464,525,214,2669,1569,1326,749
"G1200860","2014","FL",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,,"05000US12086","Miami-Dade County, Florida",2662874,2020881,496962,3063,41900,664,62466,36938,10470,26468,"Miami-Dade County, Florida",0,11094,8003,907,1606,650,7520,4589,2614,4141
"G1200870","2014","FL",,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,,"05000US12087","Monroe County, Florida",77136,69347,5074,164,741,0,395,1415,154,1261,"Monroe County, Florida",0,762,409,191,352,214,407,826,155,752
"G1200890","2014","FL",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,,"05000US12089","Nassau County, Florida",,,,,,,,,,,"Nassau County, Florida",,,,,,,,,,
"G1200910","2014","FL",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,,"05000US12091","Okaloosa County, Florida",196512,153150,17783,1945,5668,237,7554,10175,1209,8966,"Okaloosa County, Florida",0,1960,1876,295,973,391,2273,2449,836,2299
"G1200950","2014","FL",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,,"05000US12095","Orange County, Florida",1253001,819441,260845,2682,64590,623,66597,38223,9871,28352,"Orange County, Florida",0,9528,4118,1439,2518,539,9008,5008,3082,3910
"G1200970","2014","FL",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,,"05000US12097","Osceola County, Florida",310211,227655,34646,930,8692,2229,26539,9520,3081,6439,"Osceola County, Florida",0,7083,4044,1514,1382,2231,6839,2442,1521,2011
"G1200990","2014","FL",,,"Florida","12","Palm Beach County","099",,,,,,,,,,,,,,,,,,"05000US12099","Palm Beach County, Florida",1397710,1048104,252336,2046,37234,558,32051,25381,4743,20638,"Palm Beach County, Florida",0,6257,3087,797,1654,387,4941,3870,1889,3142
"G1201010","2014","FL",,,"Florida","12","Pasco County","101",,,,,,,,,,,,,,,,,,"05000US12101","Pasco County, Florida",485331,431737,24698,893,11887,609,4329,11178,1356,9822,"Pasco County, Florida",0,1619,1588,510,1065,513,1462,2009,755,1797
"G1201030","2014","FL",,,"Florida","12","Pinellas County","103",,,,,,,,,,,,,,,,,,"05000US12103","Pinellas County, Florida",938098,773474,98036,2484,29055,927,10095,24027,3917,20110,"Pinellas County, Florida",0,4064,2941,699,1610,160,3334,3175,1507,3176
"G1201050","2014","FL",,,"Florida","12","Polk County","105",,,,,,,,,,,,,,,,,,"05000US12105","Polk County, Florida",634638,496730,96781,1764,10013,361,14985,14004,2834,11170,"Polk County, Florida",0,5639,2781,461,1181,420,4626,2783,1266,2855
"G1201070","2014","FL",,,"Florida","12","Putnam County","107",,,,,,,,,,,,,,,,,,"05000US12107","Putnam County, Florida",72143,57108,12160,154,468,0,1062,1191,397,794,"Putnam County, Florida",0,1019,651,136,124,214,823,800,544,616
"G1201090","2014","FL",,,"Florida","12","St. Johns County","109",,,,,,,,,,,,,,,,,,"05000US12109","St. Johns County, Florida",217919,194932,12023,559,4657,259,933,4556,391,4165,"St. Johns County, Florida",0,917,1196,422,1274,387,782,1729,358,1662
"G1201110","2014","FL",,,"Florida","12","St. Lucie County","111",,,,,,,,,,,,,,,,,,"05000US12111","St. Lucie County, Florida",291028,212762,56443,703,4742,0,8718,7660,2038,5622,"St. Lucie County, Florida",0,3677,2053,369,915,214,3196,3016,2264,2095
"G1201130","2014","FL",,,"Florida","12","Santa Rosa County","113",,,,,,,,,,,,,,,,,,"05000US12113","Santa Rosa County, Florida",163422,141266,9969,454,3909,332,1605,5887,230,5657,"Santa Rosa County, Florida",0,1169,1022,287,725,493,1085,1528,229,1507
"G1201150","2014","FL",,,"Florida","12","Sarasota County","115",,,,,,,,,,,,,,,,,,"05000US12115","Sarasota County, Florida",396962,362320,18618,1038,6321,69,2377,6219,816,5403,"Sarasota County, Florida",0,1529,1472,531,695,121,1032,2246,574,2110
"G1201170","2014","FL",,,"Florida","12","Seminole County","117",,,,,,,,,,,,,,,,,,"05000US12117","Seminole County, Florida",442516,348768,52415,454,18248,118,9538,12975,2138,10837,"Seminole County, Florida",0,4693,4681,643,923,219,3073,2748,1493,2428
"G1201190","2014","FL",,,"Florida","12","Sumter County","119",,,,,,,,,,,,,,,,,,"05000US12119","Sumter County, Florida",114350,101008,10346,293,321,0,1160,1222,580,642,"Sumter County, Florida",0,874,761,318,315,214,947,732,422,569
"G1201270","2014","FL",,,"Florida","12","Volusia County","127",,,,,,,,,,,,,,,,,,"05000US12127","Volusia County, Florida",507531,425788,53147,2406,8953,160,8277,8800,1199,7601,"Volusia County, Florida",0,2946,2395,1074,973,183,3088,2504,632,2484
"G1300130","2014","GA",,,"Georgia","13","Barrow County","013",,,,,,,,,,,,,,,,,,"05000US13013","Barrow County, Georgia",73240,58930,8937,0,2777,0,1556,1040,64,976,"Barrow County, Georgia",0,1092,546,211,199,211,1023,570,116,560
"G1300150","2014","GA",,,"Georgia","13","Bartow County","015",,,,,,,,,,,,,,,,,,"05000US13015","Bartow County, Georgia",101736,85361,12628,0,1186,0,2135,426,98,328,"Bartow County, Georgia",0,1441,782,211,211,211,1428,378,182,320
"G1300210","2014","GA",,,"Georgia","13","Bibb County","021",,,,,,,,,,,,,,,,,,"05000US13021","Bibb County, Georgia",153905,66223,81692,0,3060,37,277,2616,214,2402,"Bibb County, Georgia",0,407,1302,211,218,76,311,1340,276,1341
"G1300310","2014","GA",,,"Georgia","13","Bulloch County","031",,,,,,,,,,,,,,,,,,"05000US13031","Bulloch County, Georgia",72087,48108,20707,145,1193,92,294,1548,448,1100,"Bulloch County, Georgia",0,616,664,188,346,165,237,792,526,671
"G1300450","2014","GA",,,"Georgia","13","Carroll County","045",,,,,,,,,,,,,,,,,,"05000US13045","Carroll County, Georgia",114093,84942,21504,58,631,0,4011,2947,0,2947,"Carroll County, Georgia",0,2068,1240,150,291,211,2133,1198,211,1198
"G1300470","2014","GA",,,"Georgia","13","Catoosa County","047",,,,,,,,,,,,,,,,,,"05000US13047","Catoosa County, Georgia",65621,60838,1452,61,1493,0,0,1777,296,1481,"Catoosa County, Georgia",0,633,666,146,619,211,211,787,423,721
"G1300510","2014","GA",,,"Georgia","13","Chatham County","051",,,,,,,,,,,,,,,,,,"05000US13051","Chatham County, Georgia",283379,148243,111995,548,7962,432,6767,7432,1624,5808,"Chatham County, Georgia",0,1857,1540,403,559,211,2476,2006,1015,1628
"G1300570","2014","GA",,,"Georgia","13","Cherokee County","057",,,,,,,,,,,,,,,,,,"05000US13057","Cherokee County, Georgia",230985,199256,15666,126,4591,0,6844,4502,464,4038,"Cherokee County, Georgia",0,3270,2658,141,627,211,3094,1650,735,1511
"G1300590","2014","GA",,,"Georgia","13","Clarke County","059",,,,,,,,,,,,,,,,,,"05000US13059","Clarke County, Georgia",120938,76387,33258,52,5565,0,3636,2040,252,1788,"Clarke County, Georgia",0,2202,685,104,580,211,2149,863,371,683
"G1300630","2014","GA",,,"Georgia","13","Clayton County","063",,,,,,,,,,,,,,,,,,"05000US13063","Clayton County, Georgia",267542,56678,182386,102,13958,0,10799,3619,507,3112,"Clayton County, Georgia",0,3068,2938,168,194,211,3169,1397,297,1350
"G1300670","2014","GA",,,"Georgia","13","Cobb County","067",,,,,,,,,,,,,,,,,,"05000US13067","Cobb County, Georgia",730981,434609,198837,886,36551,794,41578,17726,4782,12944,"Cobb County, Georgia",0,5799,2374,835,1352,791,6402,3626,2367,2344
"G1300730","2014","GA",,,"Georgia","13","Columbia County","073",,,,,,,,,,,,,,,,,,"05000US13073","Columbia County, Georgia",139257,104400,24287,138,5195,0,1609,3628,343,3285,"Columbia County, Georgia",0,1469,1314,189,860,211,1312,1306,415,1184
"G1300770","2014","GA",,,"Georgia","13","Coweta County","077",,,,,,,,,,,,,,,,,,"05000US13077","Coweta County, Georgia",135571,104526,24340,111,2255,84,1083,3172,52,3120,"Coweta County, Georgia",0,1137,979,195,318,156,785,1299,86,1293
"G1300890","2014","GA",,,"Georgia","13","DeKalb County","089",,,,,,,,,,,,,,,,,,"05000US13089","DeKalb County, Georgia",722161,254994,387613,1844,41555,116,19845,16194,1920,14274,"DeKalb County, Georgia",0,3729,2950,840,1120,146,3681,2696,1002,2568
"G1300950","2014","GA",,,"Georgia","13","Dougherty County","095",,,,,,,,,,,,,,,,,,"05000US13095","Dougherty County, Georgia",92407,26239,62798,0,273,0,1245,1852,0,1852,"Dougherty County, Georgia",0,671,1224,211,275,211,712,1202,211,1202
"G1300970","2014","GA",,,"Georgia","13","Douglas County","097",,,,,,,,,,,,,,,,,,"05000US13097","Douglas County, Georgia",138776,69898,61197,472,2555,0,3437,1217,75,1142,"Douglas County, Georgia",0,2522,1261,650,151,211,2304,645,133,620
"G1301130","2014","GA",,,"Georgia","13","Fayette County","113",,,,,,,,,,,,,,,,,,"05000US13113","Fayette County, Georgia",109664,76407,23405,226,5021,953,2649,1003,188,815,"Fayette County, Georgia",0,1291,1427,270,314,1314,1754,618,335,482
"G1301150","2014","GA",,,"Georgia","13","Floyd County","115",,,,,,,,,,,,,,,,,,"05000US13115","Floyd County, Georgia",96063,72905,16360,31,282,0,6122,363,133,230,"Floyd County, Georgia",0,2382,447,52,300,211,2366,326,269,186
"G1301170","2014","GA",,,"Georgia","13","Forsyth County","117",,,,,,,,,,,,,,,,,,"05000US13117","Forsyth County, Georgia",204302,171663,6781,758,18691,0,3443,2966,319,2647,"Forsyth County, Georgia",0,1935,921,547,735,211,1928,1143,292,1064
"G1301210","2014","GA",,,"Georgia","13","Fulton County","121",,,,,,,,,,,,,,,,,,"05000US13121","Fulton County, Georgia",996319,458121,438234,2187,64614,558,13978,18627,2721,15906,"Fulton County, Georgia",0,4695,3313,724,1891,484,4195,3066,1151,2982
"G1301270","2014","GA",,,"Georgia","13","Glynn County","127",,,,,,,,,,,,,,,,,,"05000US13127","Glynn County, Georgia",82175,54202,20682,1018,1242,0,3830,1201,219,982,"Glynn County, Georgia",0,974,1273,902,206,211,1221,785,287,712
"G1301350","2014","GA",,,"Georgia","13","Gwinnett County","135",,,,,,,,,,,,,,,,,,"05000US13135","Gwinnett County, Georgia",877922,459352,224629,4615,98979,341,65823,24183,4181,20002,"Gwinnett County, Georgia",0,9582,4865,2150,2037,202,9428,4009,1670,3723
"G1301390","2014","GA",,,"Georgia","13","Hall County","139",,,,,,,,,,,,,,,,,,"05000US13139","Hall County, Georgia",190761,156154,15053,470,3290,40,11576,4178,758,3420,"Hall County, Georgia",0,3637,1230,467,609,68,3728,1399,523,1196
"G1301510","2014","GA",,,"Georgia","13","Henry County","151",,,,,,,,,,,,,,,,,,"05000US13151","Henry County, Georgia",213869,111282,86293,178,6659,0,3013,6444,650,5794,"Henry County, Georgia",0,2376,2578,250,983,211,1395,2654,733,2521
"G1301530","2014","GA",,,"Georgia","13","Houston County","153",,,,,,,,,,,,,,,,,,"05000US13153","Houston County, Georgia",149111,92117,43774,1070,3767,0,2230,6153,770,5383,"Houston County, Georgia",0,2676,2254,1076,619,211,1785,2493,1228,2251
"G1301790","2014","GA",,,"Georgia","13","Liberty County","179",,,,,,,,,,,,,,,,,,"05000US13179","Liberty County, Georgia",65198,31113,26503,223,1423,434,2533,2969,793,2176,"Liberty County, Georgia",0,1422,1103,213,264,533,1556,1050,762,789
"G1301850","2014","GA",,,"Georgia","13","Lowndes County","185",,,,,,,,,,,,,,,,,,"05000US13185","Lowndes County, Georgia",113523,66736,41898,62,1769,112,906,2040,100,1940,"Lowndes County, Georgia",0,745,755,93,422,124,569,826,149,829
"G1302150","2014","GA",,,"Georgia","13","Muscogee County","215",,,,,,,,,,,,,,,,,,"05000US13215","Muscogee County, Georgia",200887,91379,89440,843,4689,322,7206,7008,1296,5712,"Muscogee County, Georgia",0,1800,1679,285,766,503,1990,1660,986,1394
"G1302170","2014","GA",,,"Georgia","13","Newton County","217",,,,,,,,,,,,,,,,,,"05000US13217","Newton County, Georgia",103675,55278,44115,321,900,0,257,2804,527,2277,"Newton County, Georgia",0,1290,1309,328,536,211,276,1542,885,1290
"G1302230","2014","GA",,,"Georgia","13","Paulding County","223",,,,,,,,,,,,,,,,,,"05000US13223","Paulding County, Georgia",148987,113021,27524,753,1297,0,4389,2003,207,1796,"Paulding County, Georgia",0,1830,1264,727,811,211,1860,1086,245,1044
"G1302450","2014","GA",,,"Georgia","13","Richmond County","245",,,,,,,,,,,,,,,,,,"05000US13245","Richmond County, Georgia",201368,78327,113070,405,3681,0,1856,4029,287,3742,"Richmond County, Georgia",0,1253,1610,379,474,211,1037,1416,285,1398
"G1302470","2014","GA",,,"Georgia","13","Rockdale County","247",,,,,,,,,,,,,,,,,,"05000US13247","Rockdale County, Georgia",87754,37505,44051,142,1793,1089,1201,1973,235,1738,"Rockdale County, Georgia",0,1564,1738,212,211,1612,1026,1118,247,1069
"G1302850","2014","GA",,,"Georgia","13","Troup County","285",,,,,,,,,,,,,,,,,,"05000US13285","Troup County, Georgia",69469,41011,24534,10,1321,0,768,1825,34,1791,"Troup County, Georgia",0,885,1412,19,120,211,869,1025,56,996
"G1302950","2014","GA",,,"Georgia","13","Walker County","295",,,,,,,,,,,,,,,,,,"05000US13295","Walker County, Georgia",,,,,,,,,,,"Walker County, Georgia",,,,,,,,,,
"G1302970","2014","GA",,,"Georgia","13","Walton County","297",,,,,,,,,,,,,,,,,,"05000US13297","Walton County, Georgia",,,,,,,,,,,"Walton County, Georgia",,,,,,,,,,
