GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,S5EE001,S5EE002,S5EE003,S5EE004,S5EE005,S5EE006,S5EE007,S5EE008,S5EE009,S5EE010,S5EE011,S5EE012,S5EE013,S5EE014,S5EE015,S5EE016,S5EE017,S5EE018,S5EE019,S5EE020,S5EE021,S5EE022,S5EE023,S5EE024,NAME_M,S5EM001,S5EM002,S5EM003,S5EM004,S5EM005,S5EM006,S5EM007,S5EM008,S5EM009,S5EM010,S5EM011,S5EM012,S5EM013,S5EM014,S5EM015,S5EM016,S5EM017,S5EM018,S5EM019,S5EM020,S5EM021,S5EM022,S5EM023,S5EM024
"G1702010","2013","IL",,,"Illinois","17","Winnebago County","201",,,,,,,,,,,,,,,,,,"05000US17201","Winnebago County, Illinois",37524,36201,968,1192,779,719,325,730,1203,1955,3203,3807,2951,4016,2729,2359,1796,2923,1246,2001,515,264,520,1323,"Winnebago County, Illinois",2599,2445,509,563,400,393,248,444,467,610,778,770,860,965,941,892,616,952,536,764,495,209,319,726
"G1800030","2013","IN",,,"Indiana","18","Allen County","003",,,,,,,,,,,,,,,,,,"05000US18003","Allen County, Indiana",44898,42144,1146,309,590,1109,500,1822,2092,4523,4623,5962,3678,3991,2731,2797,1589,2210,913,1128,44,176,211,2754,"Allen County, Indiana",2247,2151,639,335,397,547,330,598,712,1095,1007,964,1027,958,703,1035,619,826,478,529,78,175,153,904
"G1800050","2013","IN",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,,"05000US18005","Bartholomew County, Indiana",9272,9078,300,62,160,242,439,395,420,340,676,646,629,842,671,704,418,373,431,938,163,229,0,194,"Bartholomew County, Indiana",1138,1107,269,101,193,260,410,237,390,226,453,451,425,375,454,474,332,232,207,464,172,309,190,173
"G1800190","2013","IN",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,,"05000US18019","Clark County, Indiana",11010,10741,294,274,219,694,84,265,147,350,471,854,1729,636,1357,1046,1149,668,54,0,0,41,409,269,"Clark County, Indiana",1479,1499,242,269,207,363,100,264,155,268,322,480,614,324,744,557,613,406,87,190,190,66,323,215
"G1800350","2013","IN",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,,"05000US18035","Delaware County, Indiana",17590,16632,73,309,410,420,587,720,1021,1580,1398,1813,1728,1224,1079,1268,565,790,647,593,279,0,128,958,"Delaware County, Indiana",1502,1462,84,211,288,275,387,315,467,584,532,670,886,638,842,746,447,386,498,439,296,190,207,452
"G1800390","2013","IN",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,,"05000US18039","Elkhart County, Indiana",21820,20366,661,412,144,428,409,548,471,1048,1434,2450,2521,3109,1631,1991,1120,770,322,399,39,282,177,1454,"Elkhart County, Indiana",1845,1815,446,325,172,372,307,399,427,511,689,1027,672,1007,675,877,738,505,275,314,66,226,201,641
"G1800430","2013","IN",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,,"05000US18043","Floyd County, Indiana",7550,6927,266,31,242,206,147,60,175,623,717,599,963,985,443,347,321,278,377,147,0,0,0,623,"Floyd County, Indiana",1140,1088,253,54,269,170,129,73,128,393,356,356,497,564,262,272,305,246,314,173,190,190,190,331
"G1800530","2013","IN",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,"05000US18053","Grant County, Indiana",9330,8708,451,39,541,341,91,373,1493,787,892,1807,426,405,312,265,171,59,0,68,0,187,0,622,"Grant County, Indiana",1314,1308,368,65,532,260,121,310,818,439,441,679,286,265,278,289,226,82,190,110,190,285,190,353
"G1800570","2013","IN",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,"05000US18057","Hamilton County, Indiana",22776,21952,135,115,90,55,875,145,146,564,176,695,1219,1215,1239,1389,908,3272,3058,2994,1447,1189,1026,824,"Hamilton County, Indiana",2131,2107,80,134,145,89,761,179,220,387,156,502,559,620,677,649,631,899,853,1121,629,697,615,429
"G1800590","2013","IN",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,"05000US18059","Hancock County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,
"G1800630","2013","IN",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,"05000US18063","Hendricks County, Indiana",10466,9772,0,81,47,0,0,410,159,257,648,330,486,1245,666,823,323,1464,1050,1096,281,406,0,694,"Hendricks County, Indiana",1474,1344,190,112,80,190,190,461,188,261,479,232,404,487,479,407,237,723,608,620,381,351,190,507
"G1800670","2013","IN",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,"05000US18067","Howard County, Indiana",10962,9546,256,249,213,574,100,91,860,2096,1161,1264,767,517,494,171,67,181,93,90,0,0,302,1416,"Howard County, Indiana",1220,1160,391,362,195,386,170,90,513,808,572,538,381,298,373,249,79,171,110,143,190,190,315,654
"G1800810","2013","IN",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,"05000US18081","Johnson County, Indiana",15811,15001,84,93,426,41,46,11,290,172,1031,1107,1698,1617,1295,1627,1352,1628,524,1366,158,75,360,810,"Johnson County, Indiana",1851,1792,82,115,436,70,80,18,357,212,771,652,652,800,745,775,752,702,544,614,254,131,304,622
"G1800850","2013","IN",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,"05000US18085","Kosciusko County, Indiana",5954,5463,210,38,0,362,213,413,179,816,474,638,934,339,439,78,61,97,0,64,20,88,0,491,"Kosciusko County, Indiana",1068,1012,202,65,190,221,176,375,147,401,289,376,575,203,292,96,92,108,190,107,36,146,190,333
"G1800890","2013","IN",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,"05000US18089","Lake County, Indiana",59490,55562,1370,741,1140,1787,1295,524,1088,2392,2813,4059,3646,5728,4393,5396,5082,6690,2079,3779,1160,366,34,3928,"Lake County, Indiana",2682,2666,428,389,499,554,519,281,441,798,900,974,1025,1227,950,1339,1367,1340,677,1305,621,394,56,1044
"G1800910","2013","IN",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,"05000US18091","LaPorte County, Indiana",12497,12131,36,333,0,326,39,1275,332,879,989,1127,1515,1392,1625,622,232,972,88,176,0,32,141,366,"LaPorte County, Indiana",1456,1445,59,343,190,240,65,561,221,490,429,523,735,568,746,482,177,565,87,162,190,40,228,302
"G1800950","2013","IN",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,"05000US18095","Madison County, Indiana",17628,15957,240,372,187,351,201,919,1290,1709,1544,2819,1628,1909,418,685,330,503,405,106,124,0,217,1671,"Madison County, Indiana",1460,1527,246,340,231,245,147,461,571,685,781,884,616,607,250,395,245,337,334,135,159,190,227,675
"G1800970","2013","IN",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,"05000US18097","Marion County, Indiana",170239,165888,1778,1135,2058,1566,1381,2665,4000,9214,11325,16971,17012,19444,17281,12000,11725,13355,7057,10955,1825,1670,1471,4351,"Marion County, Indiana",4707,4731,796,538,753,652,603,850,1056,1699,1315,2248,2628,2238,2692,1917,2019,2004,1638,1773,776,734,555,898
"G1801050","2013","IN",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,"05000US18105","Monroe County, Indiana",26002,25068,193,421,188,46,84,658,858,1422,1101,2150,1834,2034,2041,1231,1758,1757,2537,1530,1090,1638,497,934,"Monroe County, Indiana",2140,2052,192,348,191,75,139,458,554,716,518,670,855,700,834,510,663,625,854,612,611,603,337,636
"G1801090","2013","IN",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,"05000US18109","Morgan County, Indiana",5394,4879,67,6,164,155,0,64,324,546,332,516,464,541,469,137,361,435,114,137,47,0,0,515,"Morgan County, Indiana",1074,1067,116,12,206,143,190,75,267,326,324,411,308,304,362,169,304,386,95,164,84,190,190,297
"G1801270","2013","IN",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,"05000US18127","Porter County, Indiana",14970,14302,230,150,0,454,84,81,186,731,122,637,1375,1290,1361,1670,766,1823,1142,1872,146,175,7,668,"Porter County, Indiana",1960,1905,253,176,190,439,140,121,174,414,128,652,742,566,577,779,491,972,620,843,169,138,12,367
"G1801410","2013","IN",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,"05000US18141","St. Joseph County, Indiana",34414,31737,631,162,1128,1168,232,800,779,1724,3430,2691,4509,4159,2464,1736,1493,1536,823,850,768,586,68,2677,"St. Joseph County, Indiana",2125,2082,330,161,495,471,156,381,389,682,1107,719,1064,1142,664,669,558,532,406,486,539,387,118,891
"G1801570","2013","IN",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,"05000US18157","Tippecanoe County, Indiana",32962,31135,195,418,121,236,61,532,583,798,2227,2308,4175,3634,2283,1764,2750,2345,2109,1546,1452,1126,472,1827,"Tippecanoe County, Indiana",2303,2345,247,372,116,232,105,653,365,420,765,837,1301,930,749,922,1003,839,695,721,883,650,356,697
"G1801630","2013","IN",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,"05000US18163","Vanderburgh County, Indiana",26867,26194,271,427,393,705,323,1065,2516,1797,3415,2712,2219,2552,1597,1763,1262,1314,706,937,40,0,180,673,"Vanderburgh County, Indiana",1859,1946,220,227,304,414,235,631,866,681,953,924,599,917,623,598,541,595,601,453,65,190,113,401
"G1801670","2013","IN",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,"05000US18167","Vigo County, Indiana",16406,15401,415,857,231,533,413,871,907,812,2000,1768,1036,1183,966,629,477,424,258,729,21,164,707,1005,"Vigo County, Indiana",1535,1518,428,568,163,308,349,530,511,427,832,794,512,494,436,401,280,297,220,398,37,255,594,500
"G1801770","2013","IN",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,"05000US18177","Wayne County, Indiana",9353,8823,294,40,177,651,186,596,567,627,1154,1068,526,432,936,137,381,292,90,534,0,0,135,530,"Wayne County, Indiana",1209,1237,354,59,216,387,215,321,488,365,594,511,375,292,504,133,307,233,151,601,190,190,211,250
"G1900130","2013","IA",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,"05000US19013","Black Hawk County, Iowa",17551,17151,193,127,55,297,723,1118,648,878,2018,1617,2111,1765,1765,594,447,1281,376,358,226,287,267,400,"Black Hawk County, Iowa",1454,1408,195,157,65,169,411,542,371,349,611,554,716,657,640,307,258,622,262,195,274,360,213,203
"G1900490","2013","IA",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,"05000US19049","Dallas County, Iowa",6949,6655,50,57,71,60,132,286,223,255,195,216,203,289,725,412,813,252,824,783,360,330,119,294,"Dallas County, Iowa",917,906,80,75,63,103,104,201,214,176,228,154,195,227,495,342,518,220,381,462,283,245,147,166
"G1900610","2013","IA",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,"05000US19061","Dubuque County, Iowa",10732,10441,65,120,27,201,363,360,705,1549,1076,787,632,1000,339,501,187,816,166,692,304,70,481,291,"Dubuque County, Iowa",1292,1272,86,144,33,172,252,301,370,611,373,410,342,492,236,288,188,372,107,348,312,120,381,245
"G1901030","2013","IA",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,"05000US19103","Johnson County, Iowa",24626,24397,48,56,195,14,232,421,324,1378,824,1286,1507,3235,1862,1780,1245,3407,1109,2481,1412,1198,383,229,"Johnson County, Iowa",1637,1629,84,110,240,26,193,379,309,752,504,675,705,938,745,747,533,1103,616,835,677,745,290,264
"G1901130","2013","IA",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,"05000US19113","Linn County, Iowa",23670,23093,217,13,249,356,594,686,2534,1417,1847,2699,2250,2646,1715,1540,1705,608,591,665,321,237,203,577,"Linn County, Iowa",1942,1963,306,23,300,215,359,476,938,517,979,955,826,731,702,568,808,358,380,423,362,220,175,301
"G1901530","2013","IA",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,"05000US19153","Polk County, Iowa",58789,57331,458,30,315,910,1105,1696,899,1737,2611,2694,4627,6384,6785,4263,4130,5725,3644,5981,1610,1145,582,1458,"Polk County, Iowa",3115,3054,385,52,242,403,541,882,586,620,980,777,1142,1218,1382,1193,1059,1127,1176,1461,846,565,401,704
"G1901550","2013","IA",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,"05000US19155","Pottawattamie County, Iowa",12152,11523,143,66,100,384,163,440,651,1226,796,674,956,1135,736,869,784,1315,318,449,198,120,0,629,"Pottawattamie County, Iowa",1177,1161,226,54,149,254,94,264,330,574,460,306,488,453,311,377,390,499,222,298,182,121,157,309
"G1901630","2013","IA",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,"05000US19163","Scott County, Iowa",21770,20965,390,31,246,555,878,702,962,1011,1355,2120,3232,2331,1131,1086,688,911,742,676,382,404,1132,805,"Scott County, Iowa",1659,1637,316,58,222,310,545,394,401,350,448,626,969,795,467,484,397,401,378,408,359,349,638,470
"G1901690","2013","IA",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,"05000US19169","Story County, Iowa",17603,16950,0,128,8,377,318,392,335,390,989,1516,1929,1940,1655,1110,1209,1318,592,847,588,1101,208,653,"Story County, Iowa",1316,1359,157,124,13,444,229,355,398,235,526,609,720,668,664,535,752,634,345,456,443,936,202,402
"G1901930","2013","IA",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,"05000US19193","Woodbury County, Iowa",12539,12020,125,57,194,595,283,782,390,1515,963,1197,2410,577,1215,206,389,966,0,71,0,0,85,519,"Woodbury County, Iowa",1113,1151,161,78,156,410,177,516,260,770,385,530,987,326,490,162,263,608,157,123,157,157,141,289
"G2000150","2013","KS",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,,"05000US20015","Butler County, Kansas",7064,6528,0,310,0,273,78,827,95,743,616,580,1081,351,640,0,118,383,143,247,0,43,0,536,"Butler County, Kansas",901,933,170,279,170,194,142,466,111,474,382,323,587,363,411,170,143,329,171,238,170,71,170,278
"G2000450","2013","KS",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,"05000US20045","Douglas County, Kansas",19772,19412,0,164,418,55,0,219,970,1180,1001,1933,1329,1935,1512,1351,791,1586,1389,1816,552,879,332,360,"Douglas County, Kansas",2262,2280,170,198,542,89,170,225,595,536,473,858,752,849,677,697,385,707,644,847,462,535,374,235
"G2000910","2013","KS",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,,"05000US20091","Johnson County, Kansas",70035,67896,214,89,273,760,168,131,479,379,1283,4224,3210,5465,7997,5676,5171,10458,6294,7961,3155,2356,2153,2139,"Johnson County, Kansas",2525,2530,217,148,285,443,190,156,265,223,448,850,1010,1233,1466,1199,1114,1469,1150,1509,988,758,625,670
"G2001030","2013","KS",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,,"05000US20103","Leavenworth County, Kansas",8578,7968,73,0,178,27,72,94,249,763,223,611,359,493,704,246,420,518,646,733,442,1069,48,610,"Leavenworth County, Kansas",1261,1237,83,170,271,47,124,149,262,396,174,456,204,358,493,257,418,441,416,474,423,383,77,402
"G2001610","2013","KS",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,,"05000US20161","Riley County, Kansas",15206,13667,39,0,0,69,233,121,268,631,445,1328,740,999,642,326,830,2152,892,2335,1008,545,64,1539,"Riley County, Kansas",1410,1478,67,170,170,105,177,128,246,390,286,923,547,502,455,218,539,984,494,813,519,405,107,736
"G2001730","2013","KS",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,,"05000US20173","Sedgwick County, Kansas",70791,67583,399,619,502,1418,1509,3586,4429,4808,8691,7521,6937,4951,4540,2654,3273,4299,1674,3194,1232,645,702,3208,"Sedgwick County, Kansas",3258,3201,296,337,333,623,520,1130,1004,1136,1800,1478,1334,921,969,808,951,1178,630,879,634,487,342,959
"G2001770","2013","KS",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,,"05000US20177","Shawnee County, Kansas",26365,25228,487,231,613,1120,836,1409,1375,1557,2990,3265,1766,1943,1167,1455,1360,744,869,434,332,849,426,1137,"Shawnee County, Kansas",2041,2017,460,177,445,700,494,855,623,541,770,943,549,608,550,694,712,431,548,275,237,416,291,481
"G2002090","2013","KS",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,"05000US20209","Wyandotte County, Kansas",25631,24445,685,211,202,1046,310,722,998,1950,2515,3525,1535,3000,1723,1389,1822,1142,657,448,252,268,45,1186,"Wyandotte County, Kansas",1701,1661,413,157,139,397,205,393,439,668,768,826,412,873,647,486,627,546,318,263,275,326,75,396
"G2100150","2013","KY",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,,"05000US21015","Boone County, Kentucky",12869,12108,0,0,55,37,58,343,0,402,0,319,1524,1224,1444,1102,464,1380,1733,892,121,422,588,761,"Boone County, Kentucky",1580,1646,189,189,94,59,102,264,189,499,189,230,857,628,729,711,371,555,787,540,93,438,451,442
"G2100290","2013","KY",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,,"05000US21029","Bullitt County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,"Bullitt County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,
"G2100370","2013","KY",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,,"05000US21037","Campbell County, Kentucky",11012,10649,171,277,69,234,80,374,116,745,1118,555,1131,1430,1109,374,748,984,815,240,79,0,0,363,"Campbell County, Kentucky",1425,1452,152,261,81,200,97,313,198,353,609,305,546,530,484,208,433,399,465,248,93,189,189,327
"G2100470","2013","KY",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,,"05000US21047","Christian County, Kentucky",11486,10677,122,145,224,400,498,722,1016,1205,399,1092,1017,157,340,69,109,280,823,1425,485,100,49,809,"Christian County, Kentucky",1425,1397,143,121,188,249,345,348,544,563,360,592,672,164,306,115,138,267,400,543,307,119,85,389
"G2100590","2013","KY",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,,"05000US21059","Daviess County, Kentucky",11657,10917,90,125,200,763,532,871,883,670,1712,1651,925,335,866,203,58,325,81,455,0,0,172,740,"Daviess County, Kentucky",1321,1341,144,122,177,441,451,366,569,317,712,707,498,216,519,267,96,253,113,488,189,189,221,386
"G2100670","2013","KY",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,,"05000US21067","Fayette County, Kentucky",59790,55094,709,803,914,900,866,655,1252,2682,3813,4297,5260,4769,5284,3970,3762,4330,3605,3569,746,1107,1801,4696,"Fayette County, Kentucky",2869,2909,543,482,547,424,505,377,560,834,940,1077,1270,1249,1189,1042,1034,1223,830,882,325,634,911,1167
"G2100930","2013","KY",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,,"05000US21093","Hardin County, Kentucky",16914,15596,60,26,275,412,825,618,674,1258,1969,1544,1178,704,1014,401,685,780,1053,1239,533,331,17,1318,"Hardin County, Kentucky",1851,1898,99,46,319,277,649,392,433,832,1020,825,792,412,823,406,467,440,561,611,360,251,36,633
"G2101110","2013","KY",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,,"05000US21111","Jefferson County, Kentucky",118608,113361,3158,1426,2689,2195,1785,2209,3997,7350,8852,11839,9031,10027,9947,7932,5924,9035,7119,5121,1538,1331,856,5247,"Jefferson County, Kentucky",3936,3841,1038,638,970,780,570,810,933,1398,1480,1782,1772,1422,1644,1240,1336,1412,1517,1080,777,445,342,1394
"G2101170","2013","KY",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,,"05000US21117","Kenton County, Kentucky",20919,20002,234,649,295,648,453,321,343,1562,1203,2205,2417,1602,1812,1427,1562,1283,834,522,230,222,178,917,"Kenton County, Kentucky",1948,1895,243,494,217,440,330,210,250,566,595,652,854,632,593,808,585,719,531,285,242,201,206,528
"G2101450","2013","KY",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,,"05000US21145","McCracken County, Kentucky",7965,7655,215,190,334,762,275,872,799,378,1383,523,882,249,48,32,232,363,62,56,0,0,0,310,"McCracken County, Kentucky",1151,1116,167,169,291,371,186,524,463,270,606,303,470,299,87,53,299,350,104,67,189,189,189,258
"G2101510","2013","KY",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,,"05000US21151","Madison County, Kentucky",12704,12157,40,192,104,40,124,348,909,1192,1749,1048,1273,1426,569,579,372,1014,471,48,160,499,0,547,"Madison County, Kentucky",1242,1211,67,176,103,71,110,290,545,491,698,506,602,665,342,434,244,546,254,83,164,348,189,303
"G2101950","2013","KY",,,"Kentucky","21","Pike County","195",,,,,,,,,,,,,,,,,,"05000US21195","Pike County, Kentucky",6689,5303,111,308,319,264,450,312,231,701,894,406,0,290,286,258,147,105,44,177,0,0,0,1386,"Pike County, Kentucky",977,926,112,289,244,203,341,300,204,394,484,273,189,173,188,190,229,129,70,151,189,189,189,599
"G2102270","2013","KY",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,,"05000US21227","Warren County, Kentucky",17375,16175,110,144,453,588,526,602,1711,1461,1508,830,2303,1714,858,329,938,768,287,393,221,290,141,1200,"Warren County, Kentucky",2061,1922,185,169,393,441,408,395,869,529,624,424,839,849,501,300,552,574,278,262,248,238,225,592
"G2200050","2013","LA",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,,"05000US22005","Ascension Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,"Ascension Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,
"G2200150","2013","LA",,,"Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,,,,,"05000US22015","Bossier Parish, Louisiana",15473,14493,236,75,168,397,345,467,357,486,581,679,1123,981,943,675,705,1875,974,1863,806,221,536,980,"Bossier Parish, Louisiana",1823,1804,319,101,151,378,247,364,375,418,478,429,665,622,577,446,509,782,661,517,421,172,310,550
"G2200170","2013","LA",,,"Louisiana","22","Caddo Parish","017",,,,,,,,,,,,,,,,,,"05000US22017","Caddo Parish, Louisiana",38777,35177,1119,1284,544,957,434,2133,1969,2381,2188,3821,4333,2719,1360,1900,2127,2349,1248,1676,289,179,167,3600,"Caddo Parish, Louisiana",2505,2642,549,598,339,459,248,687,823,946,860,1242,1146,754,689,872,883,830,796,780,221,204,201,893
"G2200190","2013","LA",,,"Louisiana","22","Calcasieu Parish","019",,,,,,,,,,,,,,,,,,"05000US22019","Calcasieu Parish, Louisiana",24894,21669,616,294,462,500,164,1254,1131,1083,1551,2467,1177,2102,2083,1741,1115,2058,814,717,44,69,227,3225,"Calcasieu Parish, Louisiana",2500,2328,398,312,346,423,168,523,565,628,711,893,758,836,839,664,561,948,663,444,75,114,356,1075
