GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ADC4E001,ADC4E002,ADC4E003,ADC4E004,ADC4E005,ADC4E006,ADC4E007,ADC4E008,ADC4E009,ADC4E010,ADC4E011,ADC4E012,ADC4E013,ADC4E014,ADC4E015,ADC4E016,ADC4E017,ADC4E018,ADC4E019,ADC4E020,ADC4E021,ADC4E022,ADC4E023,ADC4E024,ADC4E025,ADC4E026,ADC4E027,NAME_M,ADC4M001,ADC4M002,ADC4M003,ADC4M004,ADC4M005,ADC4M006,ADC4M007,ADC4M008,ADC4M009,ADC4M010,ADC4M011,ADC4M012,ADC4M013,ADC4M014,ADC4M015,ADC4M016,ADC4M017,ADC4M018,ADC4M019,ADC4M020,ADC4M021,ADC4M022,ADC4M023,ADC4M024,ADC4M025,ADC4M026,ADC4M027
"G3700890","2015","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",14543,13304,29,50,315,393,219,971,634,721,1732,1124,600,863,1062,610,386,1258,403,954,702,129,92,0,57,0,1239,"Henderson County, North Carolina",1853,1842,48,86,279,307,269,693,579,369,871,632,333,511,611,497,388,694,287,409,345,130,114,200,93,200,790
"G3700970","2015","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",17099,15555,236,79,111,369,224,596,445,657,1176,1574,859,2036,1000,869,258,1311,1433,967,649,658,0,0,48,0,1544,"Iredell County, North Carolina",1561,1440,197,95,117,182,250,425,292,348,494,565,529,887,521,427,188,605,655,504,381,401,200,200,79,200,573
"G3701010","2015","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",18597,17299,49,287,504,416,665,1377,794,678,730,2166,1240,2487,1267,511,465,1114,368,1131,145,905,0,0,0,0,1298,"Johnston County, North Carolina",2047,2048,87,303,414,371,470,843,419,439,487,1080,726,1006,845,344,388,486,329,774,169,727,200,200,200,200,542
"G3701090","2015","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3701190","2015","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",175798,171385,1233,1395,1592,610,830,1185,1166,3648,3708,7041,8601,10039,10680,12380,12051,24642,20100,27074,13238,6383,2479,295,602,413,4413,"Mecklenburg County, North Carolina",3742,3951,563,570,767,360,473,481,496,1181,1028,1343,1576,1671,1782,2134,1738,2547,2269,2566,1905,1339,842,178,348,236,1135
"G3701250","2015","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",11025,10225,0,341,208,273,212,834,216,286,179,694,810,567,459,947,546,251,460,1042,661,528,0,0,711,0,800,"Moore County, North Carolina",1712,1690,200,301,290,321,174,461,172,291,270,470,469,436,453,435,518,243,432,734,526,309,200,200,421,200,486
"G3701270","2015","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",13250,11397,765,119,340,429,300,548,1051,516,1324,1374,771,1081,527,847,423,364,27,341,0,0,250,0,0,0,1853,"Nash County, North Carolina",1569,1536,552,125,358,294,244,399,602,360,802,822,605,636,369,643,295,322,50,370,200,200,374,200,200,200,910
"G3701290","2015","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",38343,36720,333,262,776,1388,469,707,866,1461,717,974,1249,3102,2044,2121,1615,5576,4202,5228,1526,1232,249,442,59,122,1623,"New Hanover County, North Carolina",2721,2770,340,206,466,580,377,557,510,685,575,564,556,900,845,721,658,1110,1167,1323,638,779,219,475,98,209,545
"G3701330","2015","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",31154,30058,250,56,279,222,197,680,965,1486,507,2111,1325,2243,1953,1529,1193,3637,2578,5463,2848,497,39,0,0,0,1096,"Onslow County, North Carolina",2686,2683,205,81,301,205,214,528,694,706,401,887,759,799,950,851,915,1402,976,1308,948,295,70,200,200,200,494
"G3701350","2015","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",20909,19973,22,0,0,183,165,531,28,210,387,1304,49,1685,755,2118,2320,2219,1426,3495,856,1873,261,86,0,0,936,"Orange County, North Carolina",1975,1943,41,200,200,216,139,456,63,186,342,773,81,754,335,696,872,753,574,836,424,720,228,106,200,200,532
"G3701470","2015","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",32607,31081,737,544,252,893,581,654,1240,4158,3388,2743,2293,1764,1912,1746,1206,1575,830,1924,651,1990,0,0,0,0,1526,"Pitt County, North Carolina",2204,2110,572,308,227,487,418,378,472,1291,1054,847,914,935,1081,801,677,756,434,893,464,947,200,200,200,200,682
"G3701510","2015","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",17667,16479,49,67,34,912,538,772,1414,2793,3456,1165,838,1365,1493,492,146,548,54,111,102,130,0,0,0,0,1188,"Randolph County, North Carolina",1877,1854,102,70,50,674,403,503,620,882,1029,536,363,610,691,372,171,545,93,133,151,209,200,200,200,200,463
"G3701550","2015","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",17892,14570,816,443,1101,1115,732,1258,1838,1609,1172,1731,477,780,377,339,33,81,408,125,15,0,0,0,120,0,3322,"Robeson County, North Carolina",1238,1273,351,216,354,391,314,514,483,519,418,527,237,359,200,228,56,122,288,136,31,200,200,200,98,200,620
"G3701570","2015","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockingham County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3701590","2015","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",16550,14839,237,67,315,76,410,426,909,1214,1050,1987,1758,1965,1058,953,654,829,453,307,0,82,0,32,57,0,1711,"Rowan County, North Carolina",2243,1962,264,84,261,106,315,314,553,504,473,848,730,733,402,543,389,541,332,358,200,76,200,55,98,200,661
"G3701610","2015","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rutherford County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3701710","2015","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",8277,7178,309,149,158,626,358,512,667,912,774,561,418,457,48,144,160,465,141,154,142,0,23,0,0,0,1099,"Surry County, North Carolina",997,874,246,136,141,429,229,303,450,359,403,370,304,326,81,185,148,300,201,114,165,200,40,200,200,200,461
"G3701790","2015","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",16758,14943,0,305,0,78,812,466,289,799,575,1057,671,599,1013,1222,150,2019,1106,1100,1336,957,274,115,0,0,1815,"Union County, North Carolina",1861,1724,200,395,200,91,541,325,331,465,435,457,493,432,479,567,185,719,610,538,620,512,272,135,200,200,695
"G3701830","2015","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",142303,138709,696,857,1086,1213,383,1039,2016,2081,2429,3877,3288,6185,9347,9559,11282,23162,15523,23763,10922,7243,1570,662,156,370,3594,"Wake County, North Carolina",3728,3865,440,553,795,460,343,486,909,885,984,1101,1105,1436,2085,1781,1653,2710,2280,2666,1581,1567,642,414,93,228,1008
"G3701910","2015","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",18270,17241,1030,9,858,618,677,516,387,1491,2287,1800,1487,546,1283,602,533,1181,227,545,994,158,12,0,0,0,1029,"Wayne County, North Carolina",1705,1639,566,18,557,492,448,353,369,713,894,772,736,364,541,357,334,673,215,300,602,156,21,200,200,200,501
"G3701930","2015","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkes County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3701950","2015","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilson County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3800150","2015","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",13362,13049,0,0,235,51,225,366,267,183,905,250,940,710,905,1025,1308,2008,1008,1616,432,146,114,0,0,355,313,"Burleigh County, North Dakota",1491,1447,151,151,224,66,250,260,203,236,571,245,515,444,531,544,600,703,463,722,380,178,189,151,151,374,213
"G3800170","2015","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",36836,36049,228,0,221,319,461,953,805,1391,2334,2137,2842,2926,3610,3492,1810,4118,2289,4110,1140,697,97,69,0,0,787,"Cass County, North Dakota",2367,2423,253,151,211,344,473,532,456,555,800,783,754,1025,1147,1179,988,1032,809,1808,681,538,115,107,151,151,378
"G3800350","2015","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",15777,15280,206,148,39,157,83,203,335,606,631,1320,943,687,1056,1135,969,1480,1861,2036,951,341,93,0,0,0,497,"Grand Forks County, North Dakota",1097,1067,208,175,66,117,132,170,354,347,380,651,498,406,537,492,608,567,784,886,627,169,115,151,151,151,226
"G3801010","2015","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",10620,10251,72,14,0,208,242,512,267,230,35,44,97,401,732,506,484,1082,1194,1610,1378,608,436,99,0,0,369,"Ward County, North Dakota",1304,1265,127,26,151,329,196,449,341,222,46,59,113,467,565,389,372,610,472,652,534,318,260,130,151,151,247
"G3900030","2015","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",13703,12898,198,37,332,462,216,560,779,1739,1723,2014,830,1246,689,287,331,405,305,354,229,111,51,0,0,0,805,"Allen County, Ohio",1328,1320,198,60,255,308,239,401,342,594,522,651,460,654,439,265,327,350,225,305,299,170,88,187,187,187,359
"G3900070","2015","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",11629,10590,123,333,637,104,188,662,652,347,1314,1494,774,1355,1124,406,775,64,120,118,0,0,0,0,0,0,1039,"Ashtabula County, Ohio",1450,1364,196,301,398,89,139,329,399,234,558,634,370,803,557,352,462,75,196,119,187,187,187,187,187,187,464
"G3900090","2015","OH",,,"Ohio","39","Athens County","009",,,,,,,,,,,,,,,,,,"05000US39009","Athens County, Ohio",9975,9313,545,109,370,181,213,319,559,518,652,327,932,699,669,311,540,929,445,244,386,208,111,0,46,0,662,"Athens County, Ohio",1141,1141,421,148,331,166,180,282,415,301,339,217,375,448,321,214,437,500,356,216,336,158,106,187,71,187,318
"G3900130","2015","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Belmont County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3900170","2015","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",42529,39975,519,202,243,501,229,743,283,3424,2918,3463,3519,2508,3936,2462,2747,4966,1372,3740,891,516,659,73,61,0,2554,"Butler County, Ohio",2614,2717,305,149,238,305,175,496,145,1056,972,831,1126,865,1026,748,993,1096,576,1158,496,293,583,123,104,187,789
"G3900230","2015","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",18708,18071,537,102,359,360,322,875,541,1181,1746,4079,1461,2023,1389,1154,569,447,61,85,337,228,180,0,35,0,637,"Clark County, Ohio",1617,1582,421,166,265,201,304,364,232,388,505,827,639,575,571,433,337,287,83,67,271,115,174,187,61,187,273
"G3900250","2015","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",20760,19338,156,0,107,633,305,711,282,784,914,1771,2180,1359,1227,1367,1657,2200,2069,1026,296,139,0,86,0,69,1422,"Clermont County, Ohio",1790,1803,145,187,132,381,256,359,254,345,498,602,822,554,654,573,771,827,807,433,252,97,187,147,187,113,563
"G3900290","2015","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",12597,11154,319,1138,0,795,373,502,959,945,1361,1206,1657,622,411,516,197,109,0,0,44,0,0,0,0,0,1443,"Columbiana County, Ohio",1413,1390,280,614,187,460,281,397,399,560,441,545,736,478,308,452,185,138,187,187,72,187,187,187,187,187,528
"G3900350","2015","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",222384,211765,4737,1542,3531,7165,3922,5925,5067,9843,14330,18293,18223,22987,18269,13410,10398,17474,13156,14464,4101,3156,1008,473,127,164,10619,"Cuyahoga County, Ohio",5490,5327,981,507,1028,1272,930,1270,951,1553,1943,2161,1795,2275,1872,1946,1580,2096,1879,2108,990,872,323,258,121,112,1342
"G3900410","2015","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",11129,10693,29,185,0,191,59,74,68,135,293,447,154,1156,561,1024,889,1438,890,1603,722,506,100,107,0,62,436,"Delaware County, Ohio",1220,1230,48,254,187,216,100,115,73,227,249,281,148,588,265,423,432,449,512,660,416,321,78,179,187,95,339
"G3900430","2015","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Erie County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3900450","2015","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",16252,15620,62,176,0,888,49,76,451,1016,1249,1123,948,2307,1283,1335,1271,1381,796,637,193,340,39,0,0,0,632,"Fairfield County, Ohio",1657,1612,105,239,187,549,78,79,341,659,533,493,490,907,448,612,611,701,405,507,179,222,65,187,187,187,339
"G3900490","2015","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",236415,231792,2563,2634,2009,3636,1955,2771,3600,6886,12201,16156,16166,19671,20598,17450,17900,27754,17446,23199,8735,5534,1833,347,478,270,4623,"Franklin County, Ohio",5592,5532,852,884,719,928,796,742,1009,1190,1973,2273,2270,2099,2263,2205,2373,2928,2273,2586,1533,1091,606,216,300,356,769
"G3900550","2015","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geauga County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3900570","2015","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",22348,21458,318,102,117,653,241,147,1180,633,2140,962,1079,1513,2188,1591,1208,1973,1216,2119,888,827,133,70,160,0,890,"Greene County, Ohio",1808,1804,436,123,122,497,212,150,725,372,977,627,466,616,799,687,813,725,646,831,438,394,126,115,259,187,483
"G3900610","2015","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",142402,138001,4298,988,2125,4157,3384,3982,3632,8524,11704,12398,11425,10720,10537,7458,7318,9684,8223,8365,4160,2384,578,352,692,913,4401,"Hamilton County, Ohio",4188,3979,1092,372,715,964,1002,1169,983,1639,1829,2020,1650,1925,1647,1363,1587,1441,1519,1194,916,622,307,246,592,473,1277
"G3900630","2015","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3900810","2015","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",8467,7871,438,48,315,815,405,701,476,1068,1004,522,341,535,316,165,238,0,91,393,0,0,0,0,0,0,596,"Jefferson County, Ohio",1150,1095,352,108,262,397,288,343,321,452,465,320,218,336,302,161,264,187,93,360,187,187,187,187,187,187,271
"G3900850","2015","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",26257,25338,322,108,0,137,30,351,531,220,940,2001,1846,2092,2893,2745,1482,3660,2803,1629,1136,17,320,0,75,0,919,"Lake County, Ohio",2041,2012,358,173,187,157,49,267,302,164,552,735,746,846,1033,862,602,1153,1027,681,723,28,380,187,89,187,480
"G3900890","2015","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",18127,17404,0,217,221,563,332,498,506,1689,1431,1374,1049,1735,937,490,1547,1355,1299,612,735,692,56,0,0,66,723,"Licking County, Ohio",1618,1551,187,259,165,351,243,324,326,696,615,548,484,614,538,306,720,506,776,510,580,422,93,187,187,107,345
"G3900930","2015","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",33702,31051,875,255,234,1378,944,977,909,1818,2536,3441,3419,3111,2569,1325,1141,1643,734,1700,1003,588,122,47,125,157,2651,"Lorain County, Ohio",2411,2297,423,229,190,594,523,565,527,749,748,895,981,981,819,512,512,522,328,629,681,494,124,78,105,146,875
"G3900950","2015","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",70123,67025,1954,606,1782,1509,1007,2254,3783,5066,8114,8124,7134,5273,4371,3886,2839,3572,2427,1791,1043,306,80,62,0,42,3098,"Lucas County, Ohio",3484,3636,670,325,701,585,425,661,942,1060,1516,1625,1343,1066,1208,1017,858,982,832,676,541,270,80,105,187,71,790
"G3900990","2015","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",31526,28748,487,496,593,1277,1187,1106,1403,2933,3989,3613,3418,2315,1895,578,864,854,401,610,234,414,0,0,0,81,2778,"Mahoning County, Ohio",2115,2060,285,347,323,475,494,463,480,687,972,993,986,749,811,317,508,521,388,393,176,405,187,187,187,65,703
"G3901010","2015","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3901030","2015","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",13738,13171,168,64,417,149,101,78,365,477,737,1751,877,790,1123,1487,1052,1326,768,826,307,0,0,47,261,0,567,"Medina County, Ohio",1632,1612,276,104,492,177,128,127,246,292,384,828,396,344,604,675,624,624,520,410,248,187,187,56,267,187,324
"G3901090","2015","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",11946,11054,77,597,35,278,265,406,467,762,774,1777,1519,1225,715,910,663,293,125,81,0,85,0,0,0,0,892,"Miami County, Ohio",1517,1573,123,436,58,364,239,385,398,434,428,762,508,579,388,496,440,243,103,134,187,144,187,187,187,187,602
"G3901130","2015","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",87973,84512,2512,598,1133,1957,879,2514,4868,6093,7510,8892,8054,8290,7070,4759,4896,6323,3047,2671,1150,433,458,136,228,41,3461,"Montgomery County, Ohio",3415,3402,889,489,416,762,382,833,1040,1178,1280,1449,1484,1568,1223,878,1142,1634,965,809,519,227,300,144,219,67,919
"G3901190","2015","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muskingum County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3901330","2015","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",19867,19431,0,0,147,293,329,341,177,1475,1369,1769,1885,1774,1129,1597,2049,1552,961,1576,769,204,35,0,0,0,436,"Portage County, Ohio",1826,1829,187,187,211,265,372,248,133,696,539,733,767,665,543,749,708,692,458,644,485,182,56,187,187,187,339
"G3901390","2015","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",15064,14182,162,354,31,487,629,587,1475,1799,1864,2296,640,1030,1478,432,280,177,92,0,0,329,0,0,0,40,882,"Richland County, Ohio",1826,1776,161,439,53,311,304,322,623,575,632,806,376,481,699,326,237,179,151,187,187,399,187,187,187,68,392
"G3901410","2015","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",8552,7876,0,151,133,192,441,647,191,485,923,1552,783,924,630,330,102,48,54,46,179,65,0,0,0,0,676,"Ross County, Ohio",1316,1245,187,155,131,115,311,441,166,314,529,573,466,618,387,234,173,66,91,77,186,105,187,187,187,187,330
"G3901450","2015","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scioto County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3901510","2015","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",48038,46737,1500,180,652,1480,645,2053,2860,5277,5024,4641,5853,5046,2928,2974,1479,1837,632,931,0,436,76,148,41,44,1301,"Stark County, Ohio",2786,2799,622,207,328,538,339,786,803,1216,1055,899,1042,1068,793,1011,547,782,457,443,187,421,90,122,68,78,497
