GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,O34E001,O34E002,O34E003,O34E004,O34E005,O34E006,O34E007,O34E008,O34E009,O34E010,O34E011,O34E012,O34E013,O34E014,O34E015,O34E016,O34E017,NAME_M,O34M001,O34M002,O34M003,O34M004,O34M005,O34M006,O34M007,O34M008,O34M009,O34M010,O34M011,O34M012,O34M013,O34M014,O34M015,O34M016,O34M017
"G1801670","2012","IN",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,"05000US18167","Vigo County, Indiana",40277,3151,2674,3670,3567,2156,2709,1960,2382,1837,3273,3849,3930,1595,1459,1301,764,"Vigo County, Indiana",1408,655,666,901,899,756,663,616,629,673,726,893,772,415,658,538,356
"G1801770","2012","IN",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,"05000US18177","Wayne County, Indiana",27849,3662,2500,2181,2194,2181,1833,1856,1155,1002,1933,2650,2493,992,436,475,306,"Wayne County, Indiana",956,819,901,594,594,651,658,519,360,420,505,650,594,331,243,323,179
"G1900130","2012","IA",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,"05000US19013","Black Hawk County, Iowa",51942,3720,2604,2553,2267,3527,3265,3179,2765,2447,4930,6979,6510,3491,1770,1304,631,"Black Hawk County, Iowa",1093,821,747,809,528,713,929,764,693,645,1081,882,907,612,526,469,268
"G1900490","2012","IA",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,"05000US19049","Dallas County, Iowa",27428,1172,623,1188,1060,1296,1000,935,1554,662,2195,3166,3960,2990,1639,1693,2295,"Dallas County, Iowa",469,523,293,493,451,535,399,346,559,329,779,852,829,917,525,510,669
"G1900610","2012","IA",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,"05000US19061","Dubuque County, Iowa",37726,2330,2287,1914,2178,2272,2645,1048,2364,1900,3022,4694,5193,3178,1032,587,1082,"Dubuque County, Iowa",964,579,520,529,513,570,671,334,543,525,482,1017,1078,656,406,264,368
"G1901030","2012","IA",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,"05000US19103","Johnson County, Iowa",55354,5357,2413,3241,3655,2329,2810,2496,2563,1538,4148,5380,6774,4919,2575,2985,2171,"Johnson County, Iowa",1320,1306,895,915,948,682,905,898,767,476,862,1054,1345,857,684,899,681
"G1901130","2012","IA",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,"05000US19113","Linn County, Iowa",84305,4319,4357,3650,5024,4563,4038,3675,3451,3237,7593,9136,12520,6403,5310,4056,2973,"Linn County, Iowa",1897,965,966,830,1215,1055,894,1019,737,665,1314,1401,1344,980,1015,1017,680
"G1901530","2012","IA",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,"05000US19153","Polk County, Iowa",174383,10701,8474,7885,7822,8031,7730,7802,9543,5720,16357,20011,24941,16709,8781,7610,6266,"Polk County, Iowa",2112,1855,1348,1485,1174,1165,1354,1582,1399,867,1917,2168,2107,2085,1292,1387,1242
"G1901550","2012","IA",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,"05000US19155","Pottawattamie County, Iowa",36552,3047,2069,1478,1291,2518,2437,1772,2105,1474,3224,4129,6015,1951,1232,1050,760,"Pottawattamie County, Iowa",930,652,458,400,429,619,621,538,544,469,692,820,811,459,419,373,374
"G1901630","2012","IA",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,"05000US19163","Scott County, Iowa",67107,3649,4099,3389,3339,4772,3144,3235,3409,2873,4494,6720,8826,6116,3544,2204,3294,"Scott County, Iowa",1303,866,965,758,767,996,820,894,783,865,855,1126,1092,826,816,568,660
"G1901690","2012","IA",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,"05000US19169","Story County, Iowa",35541,3925,2517,1799,2633,2122,731,1581,954,1639,3202,3669,4726,2301,1499,1483,760,"Story County, Iowa",902,994,808,512,760,651,324,712,435,575,806,850,936,593,645,525,419
"G1901930","2012","IA",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,"05000US19193","Woodbury County, Iowa",37548,3118,2510,1770,3413,2516,2689,1763,2386,1496,3589,3030,4852,2142,1049,546,679,"Woodbury County, Iowa",1039,863,572,510,918,850,780,617,795,507,921,784,886,698,373,240,394
"G2000150","2012","KS",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,,"05000US20015","Butler County, Kansas",24511,1207,913,1418,1167,949,867,1176,1138,1277,2451,2599,3656,2054,1751,1118,770,"Butler County, Kansas",709,470,378,552,469,391,444,524,448,564,750,626,799,560,443,447,362
"G2000450","2012","KS",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,"05000US20045","Douglas County, Kansas",43992,3620,3457,2404,2963,1473,2409,2228,2134,1195,4916,3887,4815,3950,1298,1410,1833,"Douglas County, Kansas",1270,826,943,995,992,614,722,661,687,510,1023,1003,908,1187,554,527,635
"G2000910","2012","KS",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,,"05000US20091","Johnson County, Kansas",219044,7354,5860,6888,8005,8138,8699,8815,9094,7931,17393,23792,31040,27451,15613,14987,17984,"Johnson County, Kansas",2059,1345,1222,1342,1304,1265,1530,1351,1345,1350,1781,2264,2279,2008,2039,1497,1681
"G2001030","2012","KS",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,,"05000US20103","Leavenworth County, Kansas",26884,1254,1467,1461,956,833,918,1391,841,1682,2687,2743,3791,3145,1142,1783,790,"Leavenworth County, Kansas",982,508,614,505,326,387,383,514,380,703,982,751,867,808,409,599,467
"G2001610","2012","KS",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,,"05000US20161","Riley County, Kansas",26568,3208,898,1385,2027,1668,2067,1559,1817,1600,1565,2538,2989,1345,825,785,292,"Riley County, Kansas",1183,767,468,567,629,495,567,594,678,777,511,652,850,559,466,355,229
"G2001730","2012","KS",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,,"05000US20173","Sedgwick County, Kansas",192294,12938,10886,11985,11790,11658,10780,11628,10436,8541,17871,19080,22456,13540,8378,4717,5610,"Sedgwick County, Kansas",2583,1563,1624,1658,1596,1631,1693,1827,1359,1414,1830,1741,2019,1391,1252,940,1005
"G2001770","2012","KS",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,,"05000US20177","Shawnee County, Kansas",71099,4796,3794,4958,3073,4735,3540,4429,3498,4053,6664,7715,8609,4893,2563,2140,1639,"Shawnee County, Kansas",1494,985,986,1114,611,978,795,1024,794,901,1178,1331,1276,775,665,590,481
"G2002090","2012","KS",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,"05000US20209","Wyandotte County, Kansas",58573,6821,4265,4315,3604,3932,4692,3087,3230,3175,4192,5972,5846,2766,1406,983,287,"Wyandotte County, Kansas",1530,927,848,747,676,804,782,661,660,731,931,1099,962,576,374,349,171
"G2100150","2012","KY",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,,"05000US21015","Boone County, Kentucky",44619,1585,2064,1684,1821,888,1827,2467,1700,2383,4049,4617,7501,5479,2325,2700,1529,"Boone County, Kentucky",1112,597,852,808,806,449,633,659,566,710,1066,1156,1289,1131,623,827,508
"G2100290","2012","KY",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,,"05000US21029","Bullitt County, Kentucky",27657,1175,1454,785,1851,1382,1858,1013,1470,1072,2598,3346,4525,2596,1531,511,490,"Bullitt County, Kentucky",898,446,520,316,594,563,595,345,424,397,707,808,767,797,568,322,282
"G2100370","2012","KY",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,,"05000US21037","Campbell County, Kentucky",36005,2508,1555,1944,2402,1347,2277,1731,1310,1006,3472,4293,3823,3568,2070,1368,1331,"Campbell County, Kentucky",975,706,557,768,715,405,699,508,438,637,824,724,680,694,678,460,418
"G2100470","2012","KY",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,,"05000US21047","Christian County, Kentucky",25943,2225,1494,2120,1894,3019,1488,993,1867,1060,2468,2850,2294,1352,294,320,205,"Christian County, Kentucky",1081,655,482,861,628,806,527,394,555,446,676,755,688,434,167,189,206
"G2100590","2012","KY",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,,"05000US21059","Daviess County, Kentucky",39251,3727,3184,2813,1718,2248,2832,1675,1874,1484,3141,4887,4431,2366,1516,772,583,"Daviess County, Kentucky",971,1006,953,737,597,685,818,517,591,472,886,964,1054,609,478,305,309
"G2100670","2012","KY",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,,"05000US21067","Fayette County, Kentucky",122920,11185,7461,6292,7165,6961,8104,6198,6708,4845,8374,11113,13853,8499,5269,5236,5657,"Fayette County, Kentucky",2069,1376,1114,1016,1256,1366,1517,1167,1043,1172,1101,1417,1692,1226,975,1156,974
"G2100930","2012","KY",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,,"05000US21093","Hardin County, Kentucky",39116,2838,1976,2203,2694,1704,1937,1295,2434,2686,2817,5141,5252,2922,1701,1001,515,"Hardin County, Kentucky",1503,857,713,693,818,515,798,552,871,1031,895,1136,892,861,609,439,343
"G2101110","2012","KY",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,,"05000US21111","Jefferson County, Kentucky",307870,29685,20398,17099,18718,16471,18064,16014,14891,12893,25751,28719,34043,22120,12635,10274,10095,"Jefferson County, Kentucky",3374,2762,2407,1763,1922,2102,1946,1792,2033,1589,2391,2358,2362,1803,1530,1084,1031
"G2101170","2012","KY",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,,"05000US21117","Kenton County, Kentucky",62202,5388,3092,3316,3035,3618,3284,2303,3033,2519,4571,7481,9323,4294,2535,2241,2169,"Kenton County, Kentucky",1468,985,767,884,709,857,881,529,850,819,837,1114,1175,765,737,555,708
"G2101450","2012","KY",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,,"05000US21145","McCracken County, Kentucky",27718,2415,2438,1496,1982,2374,1318,1186,1226,1228,2297,2939,2441,2308,1123,498,449,"McCracken County, Kentucky",1026,792,648,534,664,718,534,497,490,505,736,652,710,790,498,296,281
"G2101510","2012","KY",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,,"05000US21151","Madison County, Kentucky",30794,2752,2526,2041,3659,1936,1679,1321,956,1162,2526,3045,3191,1940,1173,570,317,"Madison County, Kentucky",1326,771,740,773,969,745,698,477,404,470,789,721,757,544,461,312,208
"G2101950","2012","KY",,,"Kentucky","21","Pike County","195",,,,,,,,,,,,,,,,,,"05000US21195","Pike County, Kentucky",25716,4284,1950,2349,2088,1599,1287,1408,1566,877,1855,2289,1558,1213,794,255,344,"Pike County, Kentucky",1065,793,529,632,516,570,439,560,522,359,499,695,426,364,323,162,229
"G2102270","2012","KY",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,,"05000US21227","Warren County, Kentucky",45890,3945,4317,3390,2132,2869,2674,3074,2261,1709,3242,5791,4737,2784,1276,1135,554,"Warren County, Kentucky",1167,1231,1137,839,797,888,878,882,765,687,937,1145,1029,900,462,510,300
"G2200050","2012","LA",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,,"05000US22005","Ascension Parish, Louisiana",39794,2071,2847,2138,784,2021,1664,1666,1725,1035,2282,5323,5873,4266,2963,1663,1473,"Ascension Parish, Louisiana",871,755,943,815,466,745,766,893,607,492,841,1148,1182,1060,1081,710,692
"G2200150","2012","LA",,,"Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,,,,,"05000US22015","Bossier Parish, Louisiana",46685,2627,2396,2800,2458,2532,2255,2450,2799,1442,4197,5625,6083,3870,2875,1048,1228,"Bossier Parish, Louisiana",1375,827,795,1050,793,815,714,763,945,555,1119,1240,1343,887,1039,464,570
"G2200170","2012","LA",,,"Louisiana","22","Caddo Parish","017",,,,,,,,,,,,,,,,,,"05000US22017","Caddo Parish, Louisiana",96648,9031,7218,6768,6117,5975,6797,5331,4458,4349,6180,8161,8285,7895,3372,3423,3288,"Caddo Parish, Louisiana",2111,1421,1307,1191,1209,1425,1236,1096,1047,898,1152,1430,1341,1574,904,961,731
"G2200190","2012","LA",,,"Louisiana","22","Calcasieu Parish","019",,,,,,,,,,,,,,,,,,"05000US22019","Calcasieu Parish, Louisiana",74708,6582,6636,4399,5370,4429,3626,2646,4095,3622,5847,7706,7284,6534,1714,1798,2420,"Calcasieu Parish, Louisiana",1751,1396,1263,1090,1094,1132,871,813,948,1046,1323,1539,1402,1199,574,595,778
"G2200330","2012","LA",,,"Louisiana","22","East Baton Rouge Parish","033",,,,,,,,,,,,,,,,,,"05000US22033","East Baton Rouge Parish, Louisiana",167731,16885,11112,7817,9012,9063,8912,8167,7795,8373,12627,17059,18293,11158,6454,6442,8562,"East Baton Rouge Parish, Louisiana",3344,1719,1637,1372,1453,1720,1697,1328,1639,1694,2009,2274,2100,1782,1264,1020,1498
"G2200450","2012","LA",,,"Louisiana","22","Iberia Parish","045",,,,,,,,,,,,,,,,,,"05000US22045","Iberia Parish, Louisiana",26359,2539,2053,2004,1508,1210,1540,1174,1560,1085,1735,1980,3020,2099,714,1247,891,"Iberia Parish, Louisiana",1185,807,744,759,564,579,675,622,602,512,583,722,668,756,404,598,463
"G2200510","2012","LA",,,"Louisiana","22","Jefferson Parish","051",,,,,,,,,,,,,,,,,,"05000US22051","Jefferson Parish, Louisiana",166492,13374,10144,11284,10415,9276,10097,9370,8502,6827,11939,17603,19728,11668,5000,6137,5128,"Jefferson Parish, Louisiana",2246,1635,1392,1924,1534,1540,1460,1484,1384,1319,1662,1907,2041,1581,1026,1034,905
"G2200550","2012","LA",,,"Louisiana","22","Lafayette Parish","055",,,,,,,,,,,,,,,,,,"05000US22055","Lafayette Parish, Louisiana",88097,7528,6411,5020,6747,3543,4644,4440,3663,3476,6175,8617,9099,5726,4017,4870,4121,"Lafayette Parish, Louisiana",1632,1438,1470,1302,1415,1133,1179,1187,1034,887,1393,1633,1618,1046,1040,1099,959
"G2200570","2012","LA",,,"Louisiana","22","Lafourche Parish","057",,,,,,,,,,,,,,,,,,"05000US22057","Lafourche Parish, Louisiana",35392,1967,2359,2670,1473,2425,1541,1997,2256,1257,3748,3491,4121,2842,1807,925,513,"Lafourche Parish, Louisiana",976,664,834,838,560,794,489,513,674,487,827,826,780,862,561,378,314
"G2200630","2012","LA",,,"Louisiana","22","Livingston Parish","063",,,,,,,,,,,,,,,,,,"05000US22063","Livingston Parish, Louisiana",47228,4418,1577,3241,1762,2979,2336,2071,2103,1870,3727,4274,7132,3971,3683,1331,753,"Livingston Parish, Louisiana",1302,1414,688,1188,698,1328,815,886,1135,803,1002,1300,1419,1135,1356,645,452
"G2200710","2012","LA",,,"Louisiana","22","Orleans Parish","071",,,,,,,,,,,,,,,,,,"05000US22071","Orleans Parish, Louisiana",151735,27500,12979,11313,8450,8661,7817,6556,6760,6212,9019,10162,12240,8333,4100,4536,7097,"Orleans Parish, Louisiana",2526,2182,1434,1405,1097,1155,1140,1053,1189,1141,1329,1232,1361,1132,719,726,785
"G2200730","2012","LA",,,"Louisiana","22","Ouachita Parish","073",,,,,,,,,,,,,,,,,,"05000US22073","Ouachita Parish, Louisiana",58133,6427,6285,3279,4194,3953,3922,2897,2265,2156,3085,5404,6374,2840,1986,1580,1486,"Ouachita Parish, Louisiana",1702,1368,1084,917,1009,1035,995,798,634,671,821,1028,1253,806,643,525,520
"G2200790","2012","LA",,,"Louisiana","22","Rapides Parish","079",,,,,,,,,,,,,,,,,,"05000US22079","Rapides Parish, Louisiana",49299,5239,3386,4336,2506,2785,2721,2275,3782,1714,4687,4148,5324,2883,1657,916,940,"Rapides Parish, Louisiana",1669,1083,793,1079,650,777,819,756,1094,578,1034,899,1112,826,692,351,430
"G2200970","2012","LA",,,"Louisiana","22","St. Landry Parish","097",,,,,,,,,,,,,,,,,,"05000US22097","St. Landry Parish, Louisiana",30937,4119,3188,2156,3110,1585,1077,1433,1422,909,2143,2897,3092,1847,612,912,435,"St. Landry Parish, Louisiana",1042,803,690,560,808,567,381,488,505,454,664,795,925,677,369,424,260
"G2201030","2012","LA",,,"Louisiana","22","St. Tammany Parish","103",,,,,,,,,,,,,,,,,,"05000US22103","St. Tammany Parish, Louisiana",89333,5054,5043,4277,4749,5354,5202,3710,3634,3163,6306,9418,11241,7299,5717,4223,4943,"St. Tammany Parish, Louisiana",1323,1350,1241,1046,1005,1551,1210,964,873,857,1431,1582,1781,1433,1253,992,914
"G2201050","2012","LA",,,"Louisiana","22","Tangipahoa Parish","105",,,,,,,,,,,,,,,,,,"05000US22105","Tangipahoa Parish, Louisiana",43653,5876,3903,4710,3082,2006,2287,1573,2509,1698,2971,2835,4792,2928,935,1056,492,"Tangipahoa Parish, Louisiana",1545,1355,1281,1219,849,674,626,579,989,667,1001,938,1014,1345,501,418,354
"G2201090","2012","LA",,,"Louisiana","22","Terrebonne Parish","109",,,,,,,,,,,,,,,,,,"05000US22109","Terrebonne Parish, Louisiana",39043,3526,2547,2925,2471,1251,2091,1199,2112,1876,2806,3562,4833,3336,1667,1398,1443,"Terrebonne Parish, Louisiana",1274,989,738,834,828,546,776,551,730,771,787,1062,1122,780,715,589,498
"G2300010","2012","ME",,,"Maine","23","Androscoggin County","001",,,,,,,,,,,,,,,,,,"05000US23001","Androscoggin County, Maine",44641,3333,3562,3467,2739,2495,2363,2115,2471,1034,4110,4803,5276,3971,926,946,1030,"Androscoggin County, Maine",1029,777,826,886,698,765,615,564,691,424,870,1046,963,828,370,360,578
"G2300030","2012","ME",,,"Maine","23","Aroostook County","003",,,,,,,,,,,,,,,,,,"05000US23003","Aroostook County, Maine",30811,3070,2383,2274,2271,1729,2560,1517,1700,1314,2775,3491,3435,1213,559,318,202,"Aroostook County, Maine",822,539,538,547,497,442,564,410,431,384,501,603,640,390,235,198,149
"G2300050","2012","ME",,,"Maine","23","Cumberland County","005",,,,,,,,,,,,,,,,,,"05000US23005","Cumberland County, Maine",118269,7811,5996,5098,5123,5853,6053,6728,5462,5217,10088,12117,15338,8992,6908,5314,6171,"Cumberland County, Maine",2198,1321,1164,906,1081,1236,1103,1400,1320,979,1675,1600,1538,1474,1143,1049,1173
"G2300110","2012","ME",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,,"05000US23011","Kennebec County, Maine",51547,4650,3134,2968,2994,2591,3808,2811,2193,2437,4218,5427,5824,4244,2096,900,1252,"Kennebec County, Maine",1397,1165,838,699,859,701,894,703,610,849,858,965,938,881,592,364,372
"G2300190","2012","ME",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,,"05000US23019","Penobscot County, Maine",63171,6020,4471,3463,4715,4304,3804,3284,3781,2414,6240,6693,5914,4526,1543,997,1002,"Penobscot County, Maine",1324,1173,838,609,883,757,963,694,922,634,1006,1093,1039,998,474,499,338
"G2300310","2012","ME",,,"Maine","23","York County","031",,,,,,,,,,,,,,,,,,"05000US23031","York County, Maine",80221,3667,4801,4210,4020,4196,5735,3726,4692,3301,6406,7997,11791,7152,3078,2981,2468,"York County, Maine",2017,883,1145,1091,930,934,1206,966,1070,794,1019,1390,1468,1347,718,741,650
"G2400010","2012","MD",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,,"05000US24001","Allegany County, Maryland",28565,2720,2590,2121,2361,1841,1133,2102,1365,1164,3386,2073,2659,1466,336,698,550,"Allegany County, Maryland",1442,693,611,570,596,539,402,545,622,434,726,495,572,412,200,459,281
"G2400030","2012","MD",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,,"05000US24003","Anne Arundel County, Maryland",201934,7317,4569,5184,5761,5326,5080,6659,6449,4762,14033,19899,28807,27282,18655,20935,21216,"Anne Arundel County, Maryland",2545,1394,1117,1154,1221,1116,1100,1475,1415,834,1993,2384,2730,2725,1910,2093,1890
"G2400050","2012","MD",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,"05000US24005","Baltimore County, Maryland",312306,15939,10986,12747,13410,14136,12615,12951,13680,14492,26829,34453,40976,32404,18695,20909,17084,"Baltimore County, Maryland",2820,2052,1283,1694,1693,1889,1423,1764,1739,2073,2507,2257,2445,2488,1983,1861,1421
"G2400090","2012","MD",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,,"05000US24009","Calvert County, Maryland",31054,1410,616,927,1469,805,887,729,1109,708,1563,2800,4936,3686,3732,3292,2385,"Calvert County, Maryland",952,671,369,552,687,377,581,338,468,411,719,766,843,943,771,707,674
"G2400130","2012","MD",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,,"05000US24013","Carroll County, Maryland",60030,1301,1753,1791,2452,1950,2347,2550,2969,1266,4330,5373,9065,7845,5471,6087,3480,"Carroll County, Maryland",1047,375,573,660,570,640,643,675,854,386,697,957,1263,1191,862,940,709
"G2400150","2012","MD",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,,"05000US24015","Cecil County, Maryland",35497,2042,1552,2669,1813,1326,1259,1374,1883,1578,1391,3920,5451,4136,2440,1646,1017,"Cecil County, Maryland",1427,658,623,990,738,568,499,673,819,640,477,931,1048,881,708,490,391
"G2400170","2012","MD",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,,"05000US24017","Charles County, Maryland",52267,2908,1013,1136,1029,1379,1001,1335,2313,1328,2823,5267,6917,7589,4871,6518,4840,"Charles County, Maryland",985,941,502,377,591,527,438,518,819,580,748,913,1176,1254,965,1036,992
"G2400210","2012","MD",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,"05000US24021","Frederick County, Maryland",86492,2638,2550,1811,2197,2612,2933,3737,2785,2315,6201,9639,12401,11469,7431,9162,6611,"Frederick County, Maryland",1541,646,765,663,602,678,747,1026,816,673,1187,1459,1446,1591,1360,1215,988
"G2400250","2012","MD",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,"05000US24025","Harford County, Maryland",91628,4134,2506,2753,2856,3310,3371,1855,3987,2843,7838,9459,14653,11387,7060,8009,5607,"Harford County, Maryland",1384,871,680,945,648,897,1044,573,911,767,1334,1524,1587,1504,1116,1361,1026
