GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,AQDXE001,AQDXE002,AQDXE003,AQDXE004,AQDXE005,AQDXE006,AQDXE007,AQDXE008,AQDXE009,AQDXE010,AQDXE011,AQDXE012,AQDXE013,AQDXE014,AQDXE015,AQDXE016,AQDXE017,AQDXE018,AQDXE019,AQDXE020,AQDXE021,AQDXE022,AQDXE023,AQDXE024,AQDXE025,AQDXE026,AQDXE027,NAME_M,AQDXM001,AQDXM002,AQDXM003,AQDXM004,AQDXM005,AQDXM006,AQDXM007,AQDXM008,AQDXM009,AQDXM010,AQDXM011,AQDXM012,AQDXM013,AQDXM014,AQDXM015,AQDXM016,AQDXM017,AQDXM018,AQDXM019,AQDXM020,AQDXM021,AQDXM022,AQDXM023,AQDXM024,AQDXM025,AQDXM026,AQDXM027
"G12070600","2022","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"1600000US1270600","1270600","Tallahassee city, Florida",34242,69,178,154,98,126,0,129,267,314,0,699,96,298,1454,2451,1051,2057,4805,3838,7041,4626,3563,326,370,83,149,"Tallahassee city, Florida",2225,84,227,160,123,151,239,206,206,323,239,356,126,249,564,958,471,675,1018,964,1349,1088,962,268,222,139,178
"G12070675","2022","FL",,,"Florida","12",,,"Tamarac city","70675",,,,,,,,,,,,,,,,"1600000US1270675","1270675","Tamarac city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tamarac city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12071000","2022","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"1600000US1271000","1271000","Tampa city, Florida",81517,511,0,275,161,26,195,127,612,53,342,245,457,82,1140,675,1891,2319,7085,7586,15027,11377,14955,7082,4716,2096,2482,"Tampa city, Florida",3943,349,239,270,209,42,167,120,449,60,316,220,253,100,593,387,701,1006,1314,1482,1890,1753,1963,1317,1333,730,1017
"G12071625","2022","FL",,,"Florida","12",,,"The Villages CDP","71625",,,,,,,,,,,,,,,,"1600000US1271625","1271625","The Villages CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Villages CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12072145","2022","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"1600000US1272145","1272145","Town 'n' Country CDP, Florida",19445,258,0,28,0,335,515,0,664,76,0,590,74,323,106,0,461,862,2688,1946,4670,1781,2613,1247,101,83,24,"Town 'n' Country CDP, Florida",2564,194,239,47,239,278,441,239,675,119,239,752,125,370,74,239,257,535,1000,795,1228,701,1017,544,133,81,41
"G12075875","2022","FL",,,"Florida","12",,,"Wesley Chapel CDP","75875",,,,,,,,,,,,,,,,"1600000US1275875","1275875","Wesley Chapel CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wesley Chapel CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12076582","2022","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"1600000US1276582","1276582","Weston city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Weston city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12076600","2022","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"1600000US1276600","1276600","West Palm Beach city, Florida",26371,426,98,0,50,96,0,0,424,33,0,0,0,90,338,57,402,929,2495,1994,3948,4927,4310,2346,1303,740,1365,"West Palm Beach city, Florida",2729,392,163,239,87,158,239,239,425,54,239,239,239,147,281,93,311,441,1059,904,1269,1022,1124,836,872,575,722
"G13001052","2022","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"1600000US1301052","1301052","Albany city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Albany city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13001696","2022","GA",,,"Georgia","13",,,"Alpharetta city","01696",,,,,,,,,,,,,,,,"1600000US1301696","1301696","Alpharetta city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alpharetta city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13003440","2022","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"1600000US1303440","1303440","Athens-Clarke County unified government (balance), Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Athens-Clarke County unified government (balance), Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13004000","2022","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"1600000US1304000","1304000","Atlanta city, Georgia",108180,632,121,224,105,122,149,249,235,154,140,325,274,535,2328,1744,3743,4512,6276,10949,17875,13830,20295,10028,6283,3300,3752,"Atlanta city, Georgia",4471,409,150,214,127,151,210,281,286,151,167,395,317,552,926,881,1049,1629,1386,2357,2658,2589,2119,1405,1039,830,941
"G13004204","2022","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"1600000US1304204","1304204","Augusta-Richmond County consolidated government (balance), Georgia",40699,701,408,692,580,449,503,0,911,1133,1406,1880,1541,2179,5181,3417,3361,1805,5095,2755,3461,1251,1524,345,25,48,48,"Augusta-Richmond County consolidated government (balance), Georgia",2191,422,375,512,644,489,318,228,740,652,563,899,704,864,1320,1079,1014,527,1326,1118,1155,766,832,209,42,81,83
"G13019000","2022","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"1600000US1319000","1319000","Columbus city, Georgia",40219,175,175,126,137,452,483,108,536,948,1235,1226,1288,805,3971,2840,3971,3836,5976,3245,4221,2010,2068,387,0,0,0,"Columbus city, Georgia",2483,164,163,161,117,524,591,173,385,484,664,615,742,552,1386,837,1245,1238,1480,1220,1076,815,746,267,228,228,228
"G13042425","2022","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"1600000US1342425","1342425","Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13049008","2022","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"1600000US1349008","1349008","Macon-Bibb County, Georgia",32352,246,598,28,356,346,417,330,585,1232,1136,1319,685,1173,2255,1440,3658,2541,4163,3782,3475,1334,328,354,164,0,407,"Macon-Bibb County, Georgia",2380,220,464,47,339,371,237,234,349,763,580,762,353,495,834,530,1057,943,888,1090,1241,542,254,251,144,228,411
"G13067284","2022","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"1600000US1367284","1367284","Roswell city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roswell city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13068516","2022","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"1600000US1368516","1368516","Sandy Springs city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandy Springs city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13069000","2022","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"1600000US1369000","1369000","Savannah city, Georgia",27830,240,148,232,0,130,77,37,494,620,378,216,167,330,801,1290,1865,1837,5141,4218,4234,2090,1648,571,891,122,53,"Savannah city, Georgia",2385,198,214,184,228,130,133,60,272,361,340,262,176,196,424,696,699,628,1344,1137,1237,656,577,272,508,149,87
"G13072122","2022","GA",,,"Georgia","13",,,"South Fulton city","72122",,,,,,,,,,,,,,,,"1600000US1372122","1372122","South Fulton city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Fulton city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13080508","2022","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"1600000US1380508","1380508","Warner Robins city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warner Robins city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G15071550","2022","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"1600000US1571550","1571550","Urban Honolulu CDP, Hawaii",64635,586,142,0,0,0,51,28,126,82,27,71,376,307,391,43,367,349,501,1391,6058,7113,11756,9293,14112,5941,5524,"Urban Honolulu CDP, Hawaii",2521,446,124,187,187,187,91,48,112,98,46,88,335,149,223,71,255,244,393,575,1034,1045,1317,1187,1429,982,923
"G16008830","2022","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"1600000US1608830","1608830","Boise City city, Idaho",65167,422,93,99,100,418,130,74,217,265,46,219,169,111,854,389,750,593,932,1461,9046,16356,20119,6746,3520,1287,751,"Boise City city, Idaho",2452,258,105,128,142,360,213,90,172,180,75,263,201,132,424,241,539,335,399,511,1312,1980,1501,1134,749,557,437
"G16012250","2022","ID",,,"Idaho","16",,,"Caldwell city","12250",,,,,,,,,,,,,,,,"1600000US1612250","1612250","Caldwell city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G16039700","2022","ID",,,"Idaho","16",,,"Idaho Falls city","39700",,,,,,,,,,,,,,,,"1600000US1639700","1639700","Idaho Falls city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Idaho Falls city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G16052120","2022","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"1600000US1652120","1652120","Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G16056260","2022","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"1600000US1656260","1656260","Nampa city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nampa city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17002154","2022","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"1600000US1702154","1702154","Arlington Heights village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington Heights village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17003012","2022","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"1600000US1703012","1703012","Aurora city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aurora city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17006613","2022","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"1600000US1706613","1706613","Bloomington city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bloomington city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17007133","2022","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"1600000US1707133","1707133","Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17012385","2022","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"1600000US1712385","1712385","Champaign city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Champaign city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17014000","2022","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"1600000US1714000","1714000","Chicago city, Illinois",530398,8039,1130,1384,2119,2067,2126,1889,1990,1788,3616,2204,4864,5554,15659,15172,29051,23034,60670,69250,102444,55170,68101,26136,15502,4529,6910,"Chicago city, Illinois",11386,1635,467,412,906,919,737,1008,936,769,1268,814,1442,1215,2066,2426,3213,3090,4891,5070,6510,4198,4368,2619,2523,1710,1574
"G17014351","2022","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"1600000US1714351","1714351","Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17018823","2022","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"1600000US1718823","1718823","Decatur city, Illinois",20909,331,582,311,234,333,651,475,938,468,1542,2022,2232,1518,2473,1841,1228,1089,1214,184,624,190,250,138,0,0,41,"Decatur city, Illinois",1668,247,361,234,158,226,359,286,402,371,492,822,843,561,791,611,437,670,476,182,337,189,203,215,206,206,70
"G17023074","2022","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"1600000US1723074","1723074","Elgin city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elgin city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17024582","2022","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"1600000US1724582","1724582","Evanston city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evanston city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17038570","2022","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"1600000US1738570","1738570","Joliet city, Illinois",37568,587,0,213,150,117,55,30,0,253,34,276,364,663,1828,1544,2353,3341,7659,6693,8628,2150,493,104,33,0,0,"Joliet city, Illinois",2162,570,206,174,150,144,94,50,206,172,58,263,273,545,650,622,763,918,1383,1326,1670,1027,355,138,53,206,206
"G17051622","2022","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"1600000US1751622","1751622","Naperville city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Naperville city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17057225","2022","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"1600000US1757225","1757225","Palatine village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palatine village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17059000","2022","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"1600000US1759000","1759000","Peoria city, Illinois",26521,292,181,453,561,115,179,219,758,905,1219,1369,836,1209,2308,2504,2657,1674,2625,2038,2357,410,653,846,153,0,0,"Peoria city, Illinois",1975,272,190,267,412,137,197,218,394,504,708,550,449,473,668,591,901,611,749,591,775,310,314,702,247,206,206
"G17065000","2022","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"1600000US1765000","1765000","Rockford city, Illinois",34411,300,176,36,71,326,332,547,830,524,1713,2093,2613,1971,4238,4504,4156,2649,2786,2052,1609,542,139,149,0,0,55,"Rockford city, Illinois",2054,200,160,69,86,208,299,329,417,302,591,816,767,666,957,1007,1056,867,767,776,522,396,142,245,206,206,93
"G17068003","2022","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"1600000US1768003","1768003","Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17070122","2022","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"1600000US1770122","1770122","Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17072000","2022","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"1600000US1772000","1772000","Springfield city, Illinois",34129,410,546,326,188,696,253,115,518,1111,842,764,2233,1537,4062,3791,3108,1852,4269,1778,2581,1449,928,693,0,0,79,"Springfield city, Illinois",1823,321,439,299,230,474,128,120,330,442,367,345,764,566,1043,955,958,606,980,592,719,738,623,449,206,206,131
"G17079293","2022","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"1600000US1779293","1779293","Waukegan city, Illinois",17827,512,0,0,198,0,242,0,86,0,300,498,256,344,1113,2017,3711,2419,3143,1438,879,328,174,63,106,0,0,"Waukegan city, Illinois",1922,490,206,206,186,206,374,206,138,206,339,405,272,312,663,954,1342,915,1001,676,493,284,169,103,92,206,206
"G18005860","2022","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"1600000US1805860","1805860","Bloomington city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bloomington city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18010342","2022","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"1600000US1810342","1810342","Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18022000","2022","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"1600000US1822000","1822000","Evansville city, Indiana",30701,339,87,138,562,47,291,318,611,685,1065,2216,2537,1966,3885,3685,3847,1648,3024,1333,1520,263,275,269,90,0,0,"Evansville city, Indiana",1891,266,148,131,466,83,276,276,341,245,475,840,829,739,1372,1031,1020,698,856,678,599,219,227,280,153,207,207
"G18023278","2022","IN",,,"Indiana","18",,,"Fishers city","23278",,,,,,,,,,,,,,,,"1600000US1823278","1823278","Fishers city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fishers city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18025000","2022","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"1600000US1825000","1825000","Fort Wayne city, Indiana",69509,1304,955,460,596,196,458,475,907,833,1163,1815,2160,3132,6237,6314,8064,7028,11847,6652,5895,1490,873,377,84,194,0,"Fort Wayne city, Indiana",2847,706,556,322,354,233,302,375,431,388,495,739,757,760,1150,1437,1206,1398,1408,1373,977,537,353,262,141,228,207
"G18027000","2022","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"1600000US1827000","1827000","Gary city, Indiana",12473,354,0,265,318,243,267,289,602,813,746,843,1302,504,527,762,1746,487,850,315,606,205,204,69,156,0,0,"Gary city, Indiana",1467,314,207,244,322,234,220,185,274,455,432,388,687,274,312,426,518,319,381,280,455,198,252,114,175,207,207
"G18031000","2022","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"1600000US1831000","1831000","Hammond city, Indiana",17814,113,258,609,0,50,63,112,143,294,326,171,837,698,2349,2667,3558,1719,2006,787,608,174,91,0,181,0,0,"Hammond city, Indiana",1806,148,200,551,207,85,107,183,179,249,216,171,379,429,699,780,733,656,890,623,439,220,103,207,292,207,207
"G18036003","2022","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"1600000US1836003","1836003","Indianapolis city (balance), Indiana",207936,1704,667,1380,607,1084,709,667,1473,2273,3204,5029,5572,3869,14556,11805,22326,15793,33640,26869,28699,11607,9022,3375,1011,356,639,"Indianapolis city (balance), Indiana",6037,701,363,680,333,760,751,646,596,853,1351,1295,1428,1271,2125,1686,2667,1934,2880,2715,2412,1675,1871,1156,479,293,455
"G18040788","2022","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"1600000US1840788","1840788","Lafayette city, Indiana",14750,68,270,84,55,0,0,0,145,51,286,712,530,613,1956,2163,1880,963,2385,903,1091,303,123,169,0,0,0,"Lafayette city, Indiana",1587,106,182,130,98,207,207,207,150,61,283,466,339,296,746,778,537,436,669,580,455,264,155,168,207,207,207
"G18051876","2022","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"1600000US1851876","1851876","Muncie city, Indiana",14113,94,534,119,249,328,254,218,1117,824,821,1147,1098,643,1033,1443,1322,816,1336,302,209,109,41,56,0,0,0,"Muncie city, Indiana",1385,116,348,150,223,299,249,170,473,450,388,560,594,326,414,551,605,485,631,239,185,181,73,103,207,207,207
"G18054180","2022","IN",,,"Indiana","18",,,"Noblesville city","54180",,,,,,,,,,,,,,,,"1600000US1854180","1854180","Noblesville city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Noblesville city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18071000","2022","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"1600000US1871000","1871000","South Bend city, Indiana",23868,157,286,80,0,154,183,322,528,714,946,1894,1162,1664,2018,2635,2554,2133,2379,1549,1100,744,389,231,46,0,0,"South Bend city, Indiana",1796,147,237,103,207,182,142,215,296,347,523,694,427,551,525,775,774,699,587,482,391,378,223,185,76,207,207
"G19001855","2022","IA",,,"Iowa","19",,,"Ames city","01855",,,,,,,,,,,,,,,,"1600000US1901855","1901855","Ames city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ames city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G19002305","2022","IA",,,"Iowa","19",,,"Ankeny city","02305",,,,,,,,,,,,,,,,"1600000US1902305","1902305","Ankeny city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ankeny city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G19012000","2022","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"1600000US1912000","1912000","Cedar Rapids city, Iowa",40907,438,1068,153,232,71,0,318,718,271,415,258,786,1182,3959,4602,6447,4123,5273,3299,3972,2095,1013,0,134,0,80,"Cedar Rapids city, Iowa",1820,341,402,182,203,118,170,401,699,252,311,216,469,513,867,920,1241,1032,1055,884,924,737,402,170,202,170,127
"G19019000","2022","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"1600000US1919000","1919000","Davenport city, Iowa",28005,730,302,268,54,134,82,24,294,66,924,264,730,1034,3928,2377,5908,1712,2316,3071,2651,355,718,33,30,0,0,"Davenport city, Iowa",1681,392,263,241,92,156,102,40,339,108,424,162,392,374,1025,646,1322,519,738,898,653,261,334,58,53,170,170
"G19021000","2022","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"1600000US1921000","1921000","Des Moines city, Iowa",56299,527,853,478,590,140,130,281,284,490,828,413,1984,1875,4581,5267,8498,6459,7754,5585,6457,1304,940,444,34,0,103,"Des Moines city, Iowa",2631,348,764,276,559,171,169,235,209,316,411,303,756,742,948,1269,1408,1298,1369,1285,1284,454,347,262,57,170,97
"G19038595","2022","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"1600000US1938595","1938595","Iowa City city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iowa City city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G19073335","2022","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"1600000US1973335","1973335","Sioux City city, Iowa",21185,211,69,25,166,0,0,41,109,424,627,898,673,347,2975,2280,2387,2835,2964,1637,1349,142,977,0,49,0,0,"Sioux City city, Iowa",1699,155,87,46,163,170,170,67,169,279,326,492,414,239,926,804,838,740,821,840,605,145,528,170,85,170,170
"G19082425","2022","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"1600000US1982425","1982425","Waterloo city, Iowa",17892,75,0,118,45,57,0,71,697,683,429,718,1083,671,2255,1860,2777,1547,1789,1414,1073,321,209,0,0,0,0,"Waterloo city, Iowa",1274,124,170,102,72,96,170,69,351,328,291,375,514,320,698,567,707,495,622,715,514,248,225,170,170,170,170
"G19083910","2022","IA",,,"Iowa","19",,,"West Des Moines city","83910",,,,,,,,,,,,,,,,"1600000US1983910","1983910","West Des Moines city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Des Moines city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G20036000","2022","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"1600000US2036000","2036000","Kansas City city, Kansas",34384,789,972,178,187,296,597,0,604,881,458,1212,1431,781,3312,2378,3889,3547,5633,2402,2480,1254,993,0,43,67,0,"Kansas City city, Kansas",2077,465,593,161,249,228,400,185,330,475,323,546,650,444,1003,799,1159,979,1194,746,681,619,491,185,77,121,185
"G20038900","2022","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"1600000US2038900","2038900","Lawrence city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G20052575","2022","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"1600000US2052575","2052575","Olathe city, Kansas",39464,256,0,0,192,305,472,44,412,212,0,0,0,79,297,134,854,1177,4493,5314,11647,7423,4892,855,318,46,42,"Olathe city, Kansas",2193,196,185,185,240,225,330,74,349,260,185,185,185,131,259,116,399,419,1095,1144,1374,1086,990,569,228,77,71
"G20053775","2022","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"1600000US2053775","2053775","Overland Park city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Overland Park city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G20064500","2022","KS",,,"Kansas","20",,,"Shawnee city","64500",,,,,,,,,,,,,,,,"1600000US2064500","2064500","Shawnee city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shawnee city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G20071000","2022","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"1600000US2071000","2071000","Topeka city, Kansas",32473,946,172,169,251,553,313,281,618,1421,941,1311,1936,2278,3365,3018,4424,3020,2038,2165,1618,795,659,0,130,0,51,"Topeka city, Kansas",2017,497,241,214,228,474,261,244,468,587,402,517,806,670,806,843,1126,876,486,628,548,632,283,185,127,185,85
"G20079000","2022","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"1600000US2079000","2079000","Wichita city, Kansas",96408,1928,1020,501,144,569,445,284,1289,1934,2252,2535,4017,3480,9316,6775,8544,6198,14221,9001,10548,5108,3905,960,516,221,697,"Wichita city, Kansas",3089,813,630,325,99,329,300,195,709,800,687,740,947,1016,1553,1296,1551,898,1945,1384,1517,1124,1038,441,330,198,666
"G21008902","2022","KY",,,"Kentucky","21",,,"Bowling Green city","08902",,,,,,,,,,,,,,,,"1600000US2108902","2108902","Bowling Green city, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bowling Green city, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G21046027","2022","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"1600000US2146027","2146027","Lexington-Fayette urban county, Kentucky",76049,1050,78,451,176,71,75,131,291,149,323,624,274,570,2445,2665,4334,4829,13011,8724,15992,8381,7076,2375,1196,202,556,"Lexington-Fayette urban county, Kentucky",2924,640,130,400,178,117,76,217,289,163,256,396,257,326,882,838,1096,1289,1943,1345,1694,1350,1264,712,578,177,298
