GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AA3VE001,AA3VE002,AA3VE003,AA3VE004,AA3VE005,AA3VE006,AA3VE007,AA3VE008,AA3VE009,AA3VE010,AA3VE011,AA3VE012,AA3VE013,AA3VE014,AA3VE015,AA3VE016,AA3VE017,AA3VE018,AA3VE019,AA3VE020,AA3VE021,AA3VE022,AA3VE023,AA3VE024,AA3VE025,NAME_M,AA3VM001,AA3VM002,AA3VM003,AA3VM004,AA3VM005,AA3VM006,AA3VM007,AA3VM008,AA3VM009,AA3VM010,AA3VM011,AA3VM012,AA3VM013,AA3VM014,AA3VM015,AA3VM016,AA3VM017,AA3VM018,AA3VM019,AA3VM020,AA3VM021,AA3VM022,AA3VM023,AA3VM024,AA3VM025
"G3400390","2014","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",110224,2530,124,63,334,57,487,79,42,138,0,468,497,164,1617,1528,5122,5594,11791,14434,25220,12741,16401,5394,5399,"Union County, New Jersey",3477,667,118,103,223,98,281,96,69,125,195,314,358,205,556,624,814,1054,1685,1557,2500,1968,1582,1045,942
"G3400410","2014","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",29710,798,52,48,0,81,0,41,252,180,149,232,206,343,1107,1591,2397,2409,5335,4055,5802,2360,1929,112,231,"Warren County, New Jersey",1408,333,63,59,195,83,195,52,246,168,134,168,224,289,392,579,759,679,1097,789,1000,675,654,115,129
"G3500010","2014","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",159948,3762,1883,1774,542,893,637,628,1225,1320,602,1451,2592,3976,15774,16631,20888,14015,23553,16226,18403,5890,4303,1612,1368,"Bernalillo County, New Mexico",3800,799,642,630,276,439,356,291,608,522,312,447,785,898,2112,2239,1788,1897,1625,1689,1796,1182,935,545,566
"G3500050","2014","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",14969,340,75,61,134,493,256,282,829,727,582,894,1243,864,2094,1096,1177,715,1671,982,112,49,235,58,0,"Chaves County, New Mexico",1122,251,96,83,98,363,175,188,414,402,299,390,427,450,633,454,417,340,491,404,113,77,173,67,190
"G3500130","2014","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",46230,3165,836,968,310,367,1047,799,697,1155,2131,1527,2167,1629,4901,3349,7098,2926,3055,1879,2522,1726,1621,286,69,"Doña Ana County, New Mexico",2432,862,432,602,238,321,508,460,401,596,776,610,818,683,1148,964,1705,898,899,681,844,684,789,313,89
"G3500250","2014","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",15994,25,836,67,269,877,142,144,462,652,268,667,1273,764,2741,1679,1901,473,968,882,560,49,19,95,181,"Lea County, New Mexico",1055,43,394,102,219,499,147,207,347,365,205,369,514,379,716,546,625,318,468,438,284,87,32,118,142
"G3500310","2014","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",13093,1318,226,220,891,1422,718,263,730,1239,304,338,610,305,590,484,743,1276,732,449,52,58,27,9,89,"McKinley County, New Mexico",988,415,100,107,370,321,314,301,240,357,152,158,291,301,290,200,511,366,353,369,69,99,46,15,121
"G3500350","2014","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",14777,224,506,446,42,552,242,0,380,1550,910,980,1014,134,1331,1334,1447,1078,1469,734,363,32,0,0,9,"Otero County, New Mexico",1376,145,478,354,63,446,276,190,265,587,526,506,471,115,503,610,612,491,538,356,352,72,190,190,15
"G3500430","2014","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",40009,1100,773,338,87,190,331,147,337,605,468,439,972,1519,4307,4073,5896,3672,4636,3033,3218,1422,1955,262,229,"Sandoval County, New Mexico",1744,402,402,180,91,159,192,107,154,237,239,171,405,602,982,1036,1161,896,872,811,757,643,603,182,167
"G3500450","2014","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",28289,1738,608,1408,895,579,271,346,667,843,1796,926,695,568,1515,1125,2725,2157,3067,2850,2179,295,830,116,90,"San Juan County, New Mexico",1684,492,364,470,528,313,121,275,248,375,521,478,391,265,603,479,610,599,760,685,648,214,416,171,94
"G3500490","2014","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",41273,1700,1105,871,583,236,225,497,412,182,381,369,416,515,2198,1524,1556,1955,4358,4023,6334,3537,3897,2075,2324,"Santa Fe County, New Mexico",1487,528,527,459,379,152,132,358,300,123,226,249,279,309,631,573,481,561,714,878,856,716,717,502,734
"G3500610","2014","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",20478,463,314,345,332,346,75,89,357,963,546,1597,790,1327,2300,2148,2345,1094,1970,608,1402,624,266,177,0,"Valencia County, New Mexico",1290,336,231,270,339,299,106,130,209,443,437,690,497,625,608,695,812,486,639,429,709,404,237,207,190
"G3600010","2014","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",71870,1532,441,399,343,217,66,40,131,824,817,711,879,1290,3951,5252,9102,7735,13491,9051,8622,3807,2421,513,235,"Albany County, New York",2409,530,277,247,231,231,109,67,110,401,405,378,420,543,790,1083,1262,1196,1554,1223,1036,791,714,362,225
"G3600050","2014","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",89396,3354,1782,3167,1025,789,1559,522,489,1106,586,607,929,1343,2724,1135,3034,1269,3342,4570,19234,18967,14816,1719,1328,"Bronx County, New York",3719,837,788,1168,555,471,684,338,245,547,365,307,390,701,804,427,863,537,892,901,1622,2033,1713,582,462
"G3600070","2014","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",50775,1054,674,429,520,69,132,472,1176,2063,2973,3525,3934,3658,8283,5457,5553,2724,3515,2124,1319,355,360,274,132,"Broome County, New York",1931,481,302,279,325,113,129,265,428,498,831,718,862,733,1120,978,1049,627,755,587,667,216,236,255,127
"G3600090","2014","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",21824,828,438,248,150,303,623,276,1300,1752,2301,1486,2225,1155,2251,1655,1906,414,991,690,436,155,204,11,26,"Cattaraugus County, New York",933,362,209,199,97,126,243,154,305,414,504,391,498,379,440,421,433,181,351,268,253,82,134,18,44
"G3600110","2014","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",21833,535,177,97,122,131,364,97,665,532,990,1453,2328,1949,3160,2184,2142,883,1738,927,756,310,203,39,51,"Cayuga County, New York",1186,291,147,92,115,96,179,83,296,189,305,416,545,437,676,487,405,221,416,310,223,142,128,42,47
"G3600130","2014","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",37908,744,667,142,470,360,963,900,2090,3485,4173,3582,3895,2016,4285,2762,1584,1306,1532,936,914,241,370,163,328,"Chautauqua County, New York",1441,307,311,125,211,230,365,348,587,730,731,689,784,479,671,541,464,381,442,328,374,161,286,128,290
"G3600150","2014","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",23747,703,119,263,118,30,139,120,913,1030,1515,1484,1708,2396,2826,2269,1983,2052,1214,1733,897,67,168,0,0,"Chemung County, New York",1004,323,123,175,136,48,151,118,320,384,526,442,534,656,645,594,627,733,455,507,388,80,188,189,189
"G3600190","2014","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",21734,456,150,123,269,191,307,500,608,648,1040,1043,1477,868,2603,2787,2958,1759,1516,1158,889,109,185,0,90,"Clinton County, New York",1316,258,94,101,158,204,224,412,388,256,551,410,666,373,567,684,742,667,469,560,353,106,130,189,119
"G3600270","2014","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",69959,1164,206,409,678,674,230,62,216,793,365,444,552,214,1919,1541,3836,4285,12599,11442,15331,6023,4408,1099,1469,"Dutchess County, New York",2240,362,193,336,421,443,214,75,198,585,351,304,282,147,608,523,879,829,1588,1064,1310,795,841,456,523
"G3600290","2014","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",249564,4671,2179,2357,1958,2914,2578,2518,4862,8255,9633,10123,13662,14704,36989,27032,25795,17549,25479,13486,13042,4020,3809,1088,861,"Erie County, New York",4068,861,604,701,685,742,744,631,932,1525,1205,1198,1763,1505,2398,2335,2387,1734,1986,1506,1403,930,816,459,383
"G3600450","2014","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",23769,491,224,193,247,318,308,439,597,780,557,697,878,1109,2863,2382,3833,1712,2570,1237,1180,250,510,186,208,"Jefferson County, New York",1446,242,132,156,166,253,221,355,388,356,261,373,344,611,615,648,848,506,630,408,373,194,352,271,144
"G3600470","2014","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",268400,5545,413,411,1373,542,992,181,876,1435,569,670,515,1032,3386,1785,3882,2373,7468,9131,31379,38432,72905,39068,44037,"Kings County, New York",5904,826,317,377,544,434,407,138,308,516,299,270,246,524,791,540,729,669,1079,1242,2243,2219,3594,2322,2519
"G3600510","2014","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",17981,754,570,131,132,132,109,24,191,736,998,920,1236,1541,2225,2774,1696,1395,1110,591,310,192,80,122,12,"Livingston County, New York",997,359,372,102,118,106,142,26,137,331,468,261,502,496,536,596,568,524,340,274,201,159,79,145,20
"G3600530","2014","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",19387,456,17,166,349,198,76,259,475,714,538,1103,1762,1442,2710,1881,1429,629,1822,1212,940,712,306,31,160,"Madison County, New York",1303,237,28,127,221,143,80,182,274,309,232,361,623,541,655,628,482,264,544,364,384,426,158,57,108
"G3600550","2014","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",191921,4687,783,520,928,757,885,1189,2802,3259,4472,6521,11001,12020,31370,29348,22753,15139,17855,10010,9001,2582,2276,727,1036,"Monroe County, New York",3762,850,367,250,345,299,340,381,634,657,835,1165,1396,1325,2067,2350,2135,1759,2030,1377,1208,723,715,362,492
"G3600590","2014","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",354287,8698,349,28,405,285,614,712,837,597,691,341,468,1274,1175,1876,3201,3681,9697,18459,89019,80413,80804,24641,26022,"Nassau County, New York",4869,1163,246,46,200,233,296,375,348,296,314,270,270,602,495,638,723,958,1442,1893,3828,4028,3576,1925,1764
"G3600610","2014","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",172744,2497,656,763,637,0,330,455,459,863,99,77,730,387,1401,211,675,197,2405,2581,8915,14816,33154,25390,75046,"New York County, New York",7278,919,433,542,511,189,298,644,439,574,116,126,483,334,560,198,489,202,1061,797,1562,2244,3105,2674,4628
"G3600630","2014","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",63049,1626,779,534,402,1012,576,677,2609,3459,3986,4749,4614,4601,8714,5303,6192,3502,4612,2250,1606,292,572,263,119,"Niagara County, New York",1859,563,436,290,232,649,238,272,553,800,966,895,984,842,1284,1037,1024,793,967,663,519,244,295,213,122
"G3600650","2014","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",59023,1738,509,426,808,562,759,884,1256,1550,3389,3891,4528,4830,6848,7163,5789,3385,4240,3425,1523,678,466,181,195,"Oneida County, New York",1990,558,271,229,349,265,353,469,396,509,735,861,782,718,997,1069,936,780,670,819,473,351,289,165,232
"G3600670","2014","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",121061,2488,849,457,239,551,595,489,1591,2132,3821,6096,7305,7854,18689,17065,13174,8975,11671,7108,5738,1422,1550,637,565,"Onondaga County, New York",2787,638,368,247,160,247,254,429,490,534,715,1139,1013,1022,1476,1902,1306,1125,1231,1020,921,384,515,402,265
"G3600690","2014","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",31533,1470,634,293,280,185,279,128,273,562,830,615,1765,2212,3165,3106,2532,3244,3422,2656,2156,888,219,444,175,"Ontario County, New York",1509,530,384,175,214,146,212,121,231,299,369,248,617,541,665,652,643,871,805,603,734,396,137,311,136
"G3600710","2014","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",88015,1064,303,539,618,487,203,413,524,425,474,651,1050,756,3838,2885,5596,6623,16281,13720,17521,7054,5004,1354,632,"Orange County, New York",2317,335,207,331,379,309,152,414,346,312,292,325,430,373,832,945,793,1182,1715,1503,1655,986,913,594,301
"G3600750","2014","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",32619,845,586,350,521,235,365,1190,1416,2181,2091,2001,3485,1737,4498,2564,2848,1574,2211,666,592,337,171,148,7,"Oswego County, New York",1424,379,260,250,315,136,202,524,442,609,603,460,704,456,767,615,630,485,742,337,306,251,186,153,13
"G3600790","2014","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",27855,747,0,0,0,191,44,0,35,70,53,109,0,35,523,125,756,698,2956,3571,7487,4163,4279,1327,686,"Putnam County, New York",1178,320,189,189,189,152,78,189,62,121,90,124,189,60,349,133,339,339,690,745,985,693,912,599,354
"G3600810","2014","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",338516,5580,751,755,248,469,980,434,1023,1270,641,854,834,1076,6163,4474,10466,7991,23426,18915,54377,60366,92885,33500,11038,"Queens County, New York",6439,1000,693,559,199,303,490,186,403,688,349,365,426,497,1389,843,1715,1538,2006,2100,2964,3578,3897,2293,1509
"G3600830","2014","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",40347,741,109,200,141,119,0,230,316,491,382,677,638,1622,2987,4377,5981,5029,6345,3909,4137,1426,183,175,132,"Rensselaer County, New York",1615,378,99,166,137,122,189,195,242,289,266,301,316,701,647,958,1163,940,1199,826,829,583,141,150,141
"G3600850","2014","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",112509,2478,72,0,154,212,383,314,463,231,168,133,214,153,965,679,1152,662,3129,7024,26250,27841,31167,6073,2592,"Richmond County, New York",3620,597,123,189,157,224,207,269,242,209,183,136,242,177,592,280,547,281,888,1434,2570,2212,2477,1244,877
"G3600870","2014","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",67801,982,85,0,92,42,90,0,393,225,189,370,574,411,356,420,1354,1119,3646,4212,17058,15745,15637,3046,1755,"Rockland County, New York",2437,366,139,189,89,70,147,189,274,163,201,233,408,322,282,241,643,528,988,875,1550,1319,1602,599,566
"G3600890","2014","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",28625,729,448,258,572,430,768,720,2015,2067,2732,2033,1683,2052,2568,1850,2359,703,1314,548,873,637,589,286,391,"St. Lawrence County, New York",1379,324,306,155,280,188,381,310,554,565,621,585,471,581,516,511,657,320,368,231,341,326,288,205,316
"G3600910","2014","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",64349,2543,557,730,663,413,142,280,258,633,712,405,592,603,2000,2211,5409,6641,9715,9655,10885,5326,3106,502,368,"Saratoga County, New York",2077,633,326,305,498,244,126,239,190,479,317,241,372,287,609,578,956,1284,1294,1245,1389,926,674,306,316
"G3600930","2014","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",37187,395,192,197,104,62,0,179,522,137,432,1221,1184,1194,5803,3999,6354,3371,4717,3451,2518,790,273,39,53,"Schenectady County, New York",1674,197,158,167,102,89,189,154,288,166,257,506,400,529,1033,854,1141,814,697,686,497,397,227,70,62
"G3601010","2014","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",28071,710,411,328,149,354,620,227,949,1954,1822,1729,2880,2360,3141,2745,2262,1010,1554,1180,742,308,440,131,65,"Steuben County, New York",1246,263,275,170,76,180,269,144,256,485,380,374,580,556,623,606,568,286,428,436,218,166,216,100,106
"G3601030","2014","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",385265,7776,226,249,576,565,1316,478,1114,848,593,1673,1215,1133,3786,2861,6366,7700,29142,49215,110250,63817,58706,19893,15767,"Suffolk County, New York",4842,987,198,162,292,277,550,244,371,383,458,627,514,686,923,782,1258,1294,2334,3375,4396,3105,3154,1747,1576
"G3601050","2014","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",18265,281,35,558,151,51,17,159,266,515,636,839,689,240,1606,1461,3493,1549,1834,1646,949,567,266,315,142,"Sullivan County, New York",1351,212,59,366,152,85,28,247,254,367,403,460,276,202,487,429,682,483,465,460,381,297,191,278,153
"G3601090","2014","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",20837,698,211,153,129,217,185,352,94,163,99,542,596,769,1720,1736,2347,1442,3075,2707,2152,589,497,340,24,"Tompkins County, New York",1369,296,186,172,122,208,156,265,106,129,132,329,281,356,552,633,645,494,635,719,761,315,293,248,41
"G3601110","2014","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",47857,559,301,525,114,284,405,283,208,454,286,331,854,912,2655,3444,4822,4860,7703,6245,6696,2066,2335,951,564,"Ulster County, New York",2121,279,277,366,192,290,296,233,196,298,217,262,438,423,773,696,929,960,1115,1251,1079,686,732,408,291
"G3601130","2014","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",18463,411,153,59,197,88,29,167,75,233,301,117,387,486,1514,1967,1635,1595,2621,2178,1742,644,811,353,700,"Warren County, New York",1318,217,137,102,152,98,49,145,57,208,311,91,280,295,457,648,457,523,631,644,460,328,311,222,348
"G3601170","2014","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",26352,837,277,119,279,15,342,152,452,858,1547,1304,1965,1900,4586,3772,1923,2007,2203,654,437,181,346,87,109,"Wayne County, New York",1350,383,197,125,183,25,285,100,265,315,524,402,463,569,901,801,541,543,687,270,229,126,226,87,130
"G3601190","2014","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",206805,3748,79,468,159,316,55,183,654,530,786,1104,1192,1319,3296,3112,5709,3525,8306,11895,26923,29817,51128,25746,26755,"Westchester County, New York",3757,791,92,313,145,257,65,188,379,272,484,474,381,383,932,652,875,896,1448,1599,2344,2321,2577,1951,1803
"G3700010","2014","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",41058,3012,520,261,114,230,295,48,964,1135,731,1161,2500,1638,6356,4470,4160,3452,4359,2149,2052,427,725,225,74,"Alamance County, North Carolina",1940,862,334,200,123,199,192,78,412,512,363,452,710,531,1256,889,875,687,738,593,454,243,372,162,136
"G3700190","2014","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",36836,975,360,424,342,144,410,284,396,707,749,1083,1393,813,3165,2941,4114,2797,3694,2489,4536,2561,2020,231,208,"Brunswick County, North Carolina",2155,479,258,312,304,162,419,254,236,349,407,460,661,436,681,838,992,741,695,781,856,635,444,140,187
"G3700210","2014","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",66803,3632,283,747,369,445,143,345,546,1388,501,1100,1658,1775,5067,5260,6955,4950,10134,6161,7520,3149,2954,1034,687,"Buncombe County, North Carolina",2822,785,227,338,275,408,167,225,368,595,364,458,584,714,1118,1321,1339,794,1442,1061,1272,729,734,305,330
