GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,PF8E001,PF8E002,PF8E003,PF8E004,PF8E005,PF8E006,PF8E007,PF8E008,PF8E009,PF8E010,PF8E011,PF8E012,PF8E013,PF8E014,PF8E015,PF8E016,PF8E017,PF8E018,PF8E019,PF8E020,PF8E021,PF8E022,PF8E023,PF8E024,NAME_M,PF8M001,PF8M002,PF8M003,PF8M004,PF8M005,PF8M006,PF8M007,PF8M008,PF8M009,PF8M010,PF8M011,PF8M012,PF8M013,PF8M014,PF8M015,PF8M016,PF8M017,PF8M018,PF8M019,PF8M020,PF8M021,PF8M022,PF8M023,PF8M024
"G33050260","2012","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",14524,14155,0,171,368,217,89,318,170,63,96,209,585,447,621,616,284,1212,2031,4411,1489,378,380,369,"Nashua city, New Hampshire",1415,1427,181,283,474,281,88,404,162,88,109,164,395,316,427,403,295,636,902,1030,776,266,217,301
"G34010000","2012","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",15199,14843,975,718,1290,94,441,344,318,184,279,721,1005,1130,1456,668,857,1680,1192,901,319,220,51,356,"Camden city, New Jersey",1524,1520,507,410,575,95,309,260,363,146,187,522,485,626,562,466,492,611,670,487,257,196,84,239
"G34013690","2012","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,"Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,
"G34019390","2012","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",19236,18266,314,189,639,574,263,412,245,129,184,532,444,663,589,1673,925,2613,3235,2715,930,955,43,970,"East Orange city, New Jersey",1569,1634,290,219,355,334,275,277,205,152,218,311,352,318,330,606,608,656,825,861,458,473,70,457
"G34021000","2012","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",29390,28950,290,0,571,268,405,329,215,102,208,460,402,734,1134,1779,2030,5408,4453,6929,2631,444,158,440,"Elizabeth city, New Jersey",1931,1896,246,192,337,204,319,249,183,175,188,365,302,412,487,640,637,1215,861,1128,723,264,228,265
"G34036000","2012","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",68188,66535,700,233,1065,996,551,491,423,518,315,1203,979,1573,1437,2568,2970,8874,5755,12940,7126,7474,8344,1653,"Jersey City city, New Jersey",3199,3289,441,217,472,386,300,334,357,299,239,459,463,599,562,792,689,1420,1119,1659,1304,1149,1341,726
"G34051000","2012","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",72057,70879,2626,1562,1994,2814,1893,1598,402,1137,1054,1501,1536,3447,3242,4452,3862,10609,8298,11730,4982,1930,210,1178,"Newark city, New Jersey",2533,2547,663,496,512,621,730,499,216,507,543,464,551,919,729,940,886,1669,1335,1597,1035,647,182,449
"G34056550","2012","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",14966,14751,486,210,419,201,85,181,144,228,276,456,158,494,850,792,585,2346,2031,2517,1992,262,38,215,"Passaic city, New Jersey",1137,1117,367,215,333,204,103,120,181,200,230,386,156,363,373,419,316,555,651,745,635,255,64,135
"G34057000","2012","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",32435,32090,116,165,899,977,893,243,386,738,169,418,391,807,1335,2079,1012,4481,5681,8363,1698,944,295,345,"Paterson city, New Jersey",1985,1979,113,154,380,397,550,168,233,461,195,279,244,408,543,712,446,975,1023,1187,448,405,395,269
"G34073110","2012","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,"Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,
"G34074000","2012","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",18340,17786,825,723,398,866,199,634,201,817,365,436,507,870,1149,736,1423,1898,2195,2829,642,73,0,554,"Trenton city, New Jersey",1585,1623,432,448,300,399,196,358,156,503,352,279,305,424,547,407,629,652,766,851,425,123,192,352
"G34074630","2012","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",18756,18631,0,51,84,212,123,504,134,425,477,858,437,659,99,1169,936,2358,1727,5349,1507,1249,273,125,"Union City city, New Jersey",1331,1339,192,83,84,124,152,282,196,288,291,417,252,345,91,466,404,767,613,1091,543,516,272,153
"G35002000","2012","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",89832,87985,1063,566,978,1316,1697,1934,1830,3129,4746,7403,7626,8388,6568,6584,5652,8719,5709,9250,2615,1241,971,1847,"Albuquerque city, New Mexico",4033,4034,582,391,511,582,680,831,812,735,1217,1467,1452,1370,1634,1469,1376,1579,1156,1871,822,637,410,633
"G35039380","2012","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",15799,14924,204,817,99,462,399,438,353,1252,1566,637,1275,1109,465,252,1618,1407,902,1064,280,95,230,875,"Las Cruces city, New Mexico",1905,1773,278,590,118,397,380,313,260,606,714,418,642,531,239,268,915,796,521,689,337,121,356,637
"G35063460","2012","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,"Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,
"G35070500","2012","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",13459,12828,122,166,555,425,26,357,0,233,236,493,311,844,845,1042,1212,1932,742,1856,220,869,342,631,"Santa Fe city, New Mexico",1267,1235,194,267,311,266,44,282,185,243,229,324,312,387,492,496,494,646,415,571,171,458,193,279
"G36001000","2012","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",23764,23671,241,262,182,965,879,596,1027,1102,712,1189,2084,1406,1289,2035,1301,3054,2946,1332,538,202,329,93,"Albany city, New York",1838,1835,198,353,171,389,396,276,599,639,390,684,705,553,482,619,475,850,871,650,427,199,254,119
"G36011000","2012","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",63809,61680,1510,672,978,2908,1621,3488,5260,5603,4966,6923,7438,4882,4568,2490,909,2494,1201,2285,580,842,62,2129,"Buffalo city, New York",3082,3029,474,350,450,770,628,854,1120,1085,1039,1341,1566,1226,1217,701,396,753,448,722,330,441,73,708
"G36015000","2012","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",8403,8191,0,125,101,229,0,337,147,752,627,782,799,719,877,762,181,1159,313,192,0,89,0,212,"Cheektowaga CDP, New York",1132,1150,185,204,85,158,185,235,180,507,407,438,411,394,475,445,186,561,441,208,185,108,185,155
"G36049121","2012","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",15878,15554,0,41,295,94,178,746,52,41,0,189,274,420,652,386,421,2057,1833,3787,2450,1496,142,324,"Mount Vernon city, New York",1579,1573,185,67,267,119,180,449,62,70,185,163,198,270,435,288,272,706,632,910,654,556,162,255
"G36050617","2012","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",13541,13178,173,253,301,321,261,647,159,133,36,165,37,310,157,319,46,493,965,3383,1808,2377,834,363,"New Rochelle city, New York",1338,1305,160,242,247,327,233,414,187,166,60,167,61,273,207,233,77,348,575,979,675,754,405,299
"G36051000","2012","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",2106689,2053713,7303,18902,43684,63911,32417,37012,25664,31068,22497,44352,27678,51048,42205,63107,54498,138583,171472,404303,244645,280807,248557,52976,"New York city, New York",12933,13323,1303,2253,3428,4221,2703,3148,3162,2739,2529,3474,3479,4279,3542,4432,3447,6306,6976,9030,7809,7722,8274,3965
"G36063000","2012","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",54301,53582,120,571,600,2101,410,2026,1664,2530,3821,4503,5854,6338,5664,4924,2868,4264,2289,1832,604,411,188,719,"Rochester city, New York",2521,2548,123,335,281,607,241,655,468,724,896,893,1235,1365,1148,1029,724,1128,726,647,313,356,176,383
"G36065508","2012","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",13392,13035,297,90,368,506,231,415,78,758,518,1009,757,1795,1684,1600,972,681,502,217,273,173,111,357,"Schenectady city, New York",1260,1243,246,96,278,337,230,281,100,427,376,443,395,613,654,690,377,391,313,213,219,168,134,219
"G36073000","2012","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",32817,32281,339,558,730,836,657,976,1366,2396,2062,3629,3988,3335,2734,1943,1277,2226,792,1282,682,351,122,536,"Syracuse city, New York",2054,2058,285,281,333,317,287,401,485,697,579,745,1005,874,691,601,412,555,314,464,314,278,117,305
"G36084000","2012","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",38420,36973,0,164,1327,607,743,148,706,582,122,933,709,560,682,773,675,4312,2912,10178,5216,4577,1047,1447,"Yonkers city, New York",2278,2343,185,157,455,328,431,152,457,386,118,408,509,391,447,433,299,1010,827,1598,1084,1189,528,623
"G37002140","2012","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",15684,15457,204,353,597,797,231,209,381,442,507,643,1129,566,889,1257,882,2547,824,1323,944,227,505,227,"Asheville city, North Carolina",1813,1814,179,306,403,450,214,163,236,438,333,376,506,376,374,614,391,1024,443,588,565,189,299,181
"G37010740","2012","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",19000,18755,0,24,0,47,88,262,56,103,66,480,508,1319,1345,1866,1735,2696,2479,3217,1054,958,452,245,"Cary town, North Carolina",1753,1733,193,42,193,78,102,299,91,126,78,383,309,650,639,752,654,872,826,943,472,558,290,186
"G37012000","2012","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",135069,132835,713,1033,1308,844,946,1423,1161,4694,5848,7141,10791,12185,11568,9110,9520,17816,11475,13473,5945,3584,2257,2234,"Charlotte city, North Carolina",4226,4239,349,515,515,436,464,811,443,1219,1025,1289,1953,1753,1628,1652,1621,2307,1678,2105,1445,1004,606,722
"G37014100","2012","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",8547,8101,81,161,79,34,211,114,49,621,643,845,368,1370,804,335,416,575,245,778,372,0,0,446,"Concord city, North Carolina",1186,1154,72,176,94,54,211,141,83,383,558,506,296,618,410,296,383,397,195,412,255,193,193,293
"G37019000","2012","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",50422,49733,884,323,881,854,449,702,1785,1636,2548,3269,3079,3989,2890,5110,3940,5781,3202,5165,1473,1072,701,689,"Durham city, North Carolina",2625,2591,489,294,433,410,311,454,666,674,824,924,917,1082,1129,1347,1111,1143,947,1056,646,655,325,389
"G37022920","2012","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",39964,38245,496,294,380,471,415,941,1185,1309,2006,2382,2794,3086,3713,3088,1817,4705,3676,4238,719,425,105,1719,"Fayetteville city, North Carolina",2042,1987,259,242,359,242,232,408,421,412,544,598,621,590,714,590,602,895,832,803,391,262,129,540
"G37025580","2012","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",11873,11408,274,79,297,218,108,174,453,1238,668,1633,1393,1629,631,373,386,962,275,147,330,140,0,465,"Gastonia city, North Carolina",1060,990,246,105,244,152,112,178,341,528,367,733,642,606,318,295,329,488,260,168,287,231,193,329
"G37028000","2012","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",55307,53591,1012,726,639,616,742,763,1189,2910,4230,5596,5472,5693,6703,4500,3360,3503,1969,1862,658,685,763,1716,"Greensboro city, North Carolina",2865,2927,477,402,413,397,467,504,507,841,981,1161,1193,1438,1551,993,1092,971,797,896,393,416,413,631
"G37028080","2012","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",24853,24362,358,0,73,193,212,1160,1279,2685,3394,3370,1290,1410,2028,1409,935,2344,439,605,846,332,0,491,"Greenville city, North Carolina",2091,1999,284,193,64,143,221,668,715,1024,1194,1169,585,820,966,698,438,990,476,493,596,353,193,426
"G37031400","2012","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",17782,17258,627,203,115,396,744,700,1515,1900,2006,1148,1469,1253,705,371,896,1142,404,750,188,164,562,524,"High Point city, North Carolina",1604,1566,377,295,155,232,404,314,693,674,741,532,550,480,454,274,525,580,486,389,135,160,306,330
"G37034200","2012","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",12954,11675,0,234,161,0,0,0,289,183,501,200,390,692,837,1333,336,1023,679,3175,1108,378,156,1279,"Jacksonville city, North Carolina",1705,1695,193,382,217,193,193,193,256,179,394,247,312,525,755,818,334,480,589,1084,429,317,126,582
"G37055000","2012","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",82625,81379,524,450,69,635,354,1120,656,1108,1886,2808,5334,8703,9426,7111,6220,11139,7602,9086,2917,3121,1110,1246,"Raleigh city, North Carolina",3935,3974,336,297,84,399,176,477,445,519,560,931,1259,1741,2051,1569,1711,1724,1958,1833,1023,1066,544,575
"G37074440","2012","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",23950,23361,305,223,382,554,269,209,162,686,1211,1879,1441,2059,1867,1926,720,3263,2073,1481,1162,671,818,589,"Wilmington city, North Carolina",1777,1803,206,191,220,312,319,217,168,523,562,560,682,773,754,613,427,940,854,548,626,388,516,325
"G37075000","2012","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",43661,41869,624,845,695,904,507,1448,3321,4931,3583,3846,4133,3959,2649,2582,1785,2221,1442,1017,472,138,767,1792,"Winston-Salem city, North Carolina",2320,2394,339,462,363,402,323,569,1086,1095,860,952,1054,1144,750,830,779,860,544,410,308,130,402,753
"G38025700","2012","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",26303,26050,0,0,370,143,162,458,839,1435,3084,3663,3243,2768,2054,1574,1299,1802,660,734,1168,512,82,253,"Fargo city, North Dakota",1911,1952,141,141,327,168,152,325,426,672,791,1381,1001,968,747,679,495,707,450,463,690,467,131,187
"G39001000","2012","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",39605,38051,1329,596,1243,1896,1179,1337,1356,3017,3964,3992,3740,4446,3506,2221,1088,1076,355,875,197,290,348,1554,"Akron city, Ohio",2907,2826,635,368,479,639,496,570,570,950,921,1009,1109,1375,1141,941,539,579,262,537,148,199,262,568
"G39012000","2012","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",13785,12897,977,250,782,664,260,562,989,1669,1030,1358,1922,994,536,239,152,0,0,44,101,368,0,888,"Canton city, Ohio",1327,1309,481,268,356,395,191,280,424,637,580,488,748,517,324,190,174,182,182,74,163,432,182,549
"G39015000","2012","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",81611,79357,2926,2399,1615,1844,2220,2668,5834,7983,7866,9021,7596,5537,3994,2767,2326,3949,2539,2835,1412,902,1124,2254,"Cincinnati city, Ohio",2973,3021,729,799,524,692,641,737,1147,1397,1231,1596,1528,1121,916,768,680,896,707,667,595,351,571,710
"G39016000","2012","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",95751,91266,3980,1346,4277,3052,2129,4534,4234,7384,10224,10416,8333,7176,6582,4021,3695,4572,1703,1887,542,929,250,4485,"Cleveland city, Ohio",3374,3256,832,407,866,661,674,908,889,1200,1342,1222,1338,1320,1342,1052,942,899,571,601,280,475,219,946
"G39018000","2012","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",180121,176319,2179,2097,3228,2174,1579,2389,5264,8426,11759,14879,19598,19592,15767,11976,10206,17920,7179,11914,4139,2548,1506,3802,"Columbus city, Ohio",5274,5013,697,1094,825,686,556,723,1072,1454,1495,1776,2371,2669,2588,1994,1563,2388,1392,1761,1232,808,537,1144
"G39021000","2012","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",28008,26689,1083,944,1426,1712,464,1035,2997,2783,3183,3626,2181,1691,947,630,421,533,285,315,345,88,0,1319,"Dayton city, Ohio",1828,1766,456,502,648,578,248,439,858,635,748,872,802,623,431,349,276,346,224,191,332,106,182,455
"G39044856","2012","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",10096,9736,281,232,386,285,713,481,398,724,957,1836,884,727,518,492,423,321,48,0,30,0,0,360,"Lorain city, Ohio",1147,1128,191,210,316,237,581,413,247,389,436,606,445,405,288,245,291,296,83,182,49,182,182,267
"G39061000","2012","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,"Parma city, Ohio",,,,,,,,,,,,,,,,,,,,,,,,
"G39077000","2012","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",54337,52113,2732,877,1547,1633,1138,2309,5045,6637,5504,6574,3804,3244,2327,2399,2077,1954,593,635,326,285,473,2224,"Toledo city, Ohio",3154,3047,630,411,441,697,441,635,1118,1122,1139,1137,1165,675,623,716,804,673,278,494,286,209,306,643
"G39088000","2012","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",10733,9830,817,69,388,617,500,756,930,1450,1664,929,861,161,140,142,17,0,150,48,0,191,0,903,"Youngstown city, Ohio",1134,1008,450,118,217,326,246,333,371,415,550,395,402,124,141,170,32,182,208,56,182,232,182,364
"G40009050","2012","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",8498,8133,130,113,32,109,111,65,107,338,301,749,657,236,730,365,704,1114,693,787,276,393,123,365,"Broken Arrow city, Oklahoma",978,981,128,107,52,108,110,79,106,216,183,253,319,168,301,204,272,342,278,344,211,321,96,213
"G40023200","2012","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",9309,8840,0,164,36,76,35,0,92,521,314,569,745,257,731,618,614,952,972,898,525,560,161,469,"Edmond city, Oklahoma",1094,1151,149,170,59,128,57,149,93,344,249,286,451,214,357,363,356,390,480,328,333,384,194,326
"G40041850","2012","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",16248,15363,231,304,141,231,482,620,822,779,1353,924,1797,1241,1551,523,721,1455,1087,341,491,82,187,885,"Lawton city, Oklahoma",1534,1498,154,266,115,190,336,351,461,407,586,571,631,523,554,243,339,775,475,270,365,89,188,576
"G40052500","2012","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",19670,19129,187,567,348,20,223,258,471,1361,1613,1966,1122,2255,1212,1663,875,1570,762,1202,676,517,261,541,"Norman city, Oklahoma",1787,1798,313,516,385,32,227,252,239,660,582,640,530,720,529,767,457,632,431,572,483,327,350,305
"G40055000","2012","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",94663,90080,1147,1478,1817,1310,1088,2688,4018,8183,9464,8887,7400,8431,6358,5391,3481,4151,4853,4718,1490,1756,1971,4583,"Oklahoma City city, Oklahoma",3465,3581,489,472,618,419,407,701,910,1279,1597,1380,1262,1548,1349,1197,932,885,1388,1003,524,602,657,989
"G40075000","2012","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",79363,76192,2227,842,1357,1778,1101,2350,4020,6876,5868,8354,7005,6672,5648,3552,3932,6457,2288,3006,844,1048,967,3171,"Tulsa city, Oklahoma",1992,1974,444,251,375,433,352,466,605,679,676,849,902,843,810,649,691,854,550,594,290,322,252,574
"G41005350","2012","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",19953,19712,0,278,0,273,58,74,0,147,262,195,535,1269,1202,1861,2361,2804,2110,2750,1645,1377,511,241,"Beaverton city, Oregon",1539,1505,193,207,193,325,96,125,193,176,219,186,328,569,600,649,836,819,812,880,694,823,346,166
